mX,mY,mZ 
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
23.76,-65.78,-5.68
