aX,aY,aZ 
-72.44,32.64,-8.43
-71.79,28.69,-12.85
-71.23,28.41,-11.88
-72.88,27.83,-11.45
-73.05,27.29,-11.30
-72.23,28.44,-10.61
-73.11,27.33,-10.23
-72.75,28.23,-10.90
-71.69,28.00,-12.12
-72.54,28.29,-12.18
-72.23,29.06,-11.86
-72.50,31.09,-9.96
-72.57,32.04,-7.72
-70.06,32.14,-12.22
-68.05,34.67,-11.11
-69.13,38.19,-10.34
-68.55,39.23,-11.93
-66.98,41.83,-13.39
-63.28,41.89,-14.92
-63.94,44.71,-16.61
-65.14,43.84,-16.86
-64.74,42.20,-19.31
-63.25,39.42,-20.19
-64.09,38.10,-19.86
-64.41,38.92,-22.47
-65.45,39.82,-25.00
-61.83,43.82,-29.00
-65.62,41.33,-30.55
-62.63,46.89,-29.46
-62.38,45.99,-27.14
-62.81,47.58,-27.22
-59.89,46.89,-28.06
-59.53,46.70,-28.16
-58.94,47.98,-28.06
-59.26,47.81,-27.49
-60.30,47.64,-26.03
-61.39,48.15,-26.53
-59.91,47.96,-26.57
-58.48,47.21,-26.11
-59.84,47.77,-26.76
-59.01,46.85,-25.42
-61.77,47.83,-26.37
-60.58,51.77,-27.98
-59.32,47.27,-25.51
-58.86,48.27,-27.89
-58.52,46.72,-26.30
-58.44,48.98,-27.20
-60.87,47.10,-24.92
-63.65,46.62,-25.78
-64.51,45.72,-27.22
-64.57,41.33,-25.03
-68.78,39.59,-23.90
-71.02,35.07,-22.20
-94.39,40.13,-21.87
-75.33,36.11,-19.17
-50.03,20.51,-5.63
-78.49,23.08,-22.95
-68.17,26.47,-28.18
-76.02,28.10,-28.52
-72.82,17.64,-26.20
-69.43,30.68,-15.71
-70.29,17.85,5.17
-74.66,19.17,14.06
-65.58,10.82,8.06
-64.63,13.52,18.08
-75.27,20.40,26.70
-71.85,12.35,14.04
-74.60,9.23,21.34
-75.37,0.77,16.09
-72.69,-7.99,20.88
-86.27,-9.90,-9.94
-97.55,-7.99,-34.46
-73.59,2.70,-25.63
-77.44,-3.51,-19.82
-79.20,-8.31,-8.72
-75.35,-14.88,-4.41
-73.70,-7.26,-3.41
-77.73,-10.25,-5.69
-76.71,-6.42,-3.58
-74.83,-5.46,-3.28
-77.48,-9.12,-4.23
-80.56,-17.97,-10.40
-71.90,-11.99,-3.72
-79.01,-7.30,-3.68
-77.42,-3.18,-3.20
-75.41,6.59,2.62
-80.10,13.47,1.44
-76.83,5.23,9.52
-69.78,23.50,7.83
-65.07,21.99,11.03
-69.01,22.12,22.39
-64.40,15.82,19.10
-67.38,12.83,21.74
-68.40,17.03,18.48
-78.40,19.86,3.72
-71.37,10.06,-1.17
-74.05,29.90,-21.03
-72.48,10.67,-4.04
-82.38,5.44,-3.66
-77.82,22.26,-6.23
-79.58,5.42,-5.88
-90.23,19.50,17.85
-58.67,30.76,10.57
-72.88,11.11,26.89
-66.83,19.38,9.19
-60.79,22.33,2.59
-60.09,18.27,8.75
-124.56,-9.00,9.35
-82.48,44.48,4.42
-68.76,20.02,-6.34
-72.13,25.42,-9.19
-73.28,24.48,0.29
-90.77,2.87,2.89
-57.88,61.62,16.41
-69.20,6.36,13.06
-62.98,-1.32,24.88
-68.23,15.50,21.11
-68.55,15.34,14.90
-68.72,7.43,14.61
-72.78,2.18,11.68
-74.26,30.09,2.30
-80.04,37.54,-3.08
-79.64,24.90,-2.01
-77.02,21.89,-7.95
-73.78,23.60,-6.03
-72.57,21.82,-7.72
-70.75,19.81,24.44
-67.00,26.74,19.77
-63.59,18.66,18.23
-67.90,27.12,13.06
-69.93,30.55,5.61
-73.36,32.47,3.05
-72.02,26.87,2.32
-72.02,31.60,0.59
-71.04,29.42,0.75
-72.71,31.34,-0.11
-71.73,28.69,0.73
-71.65,27.20,0.71
-70.56,30.42,-0.52
-82.34,35.11,-8.93
-64.78,45.76,-23.44
-76.40,33.92,26.18
-59.91,-5.96,19.38
-65.66,39.34,25.90
-61.58,18.12,24.50
-62.61,17.54,27.83
-84.24,17.83,26.51
-68.34,14.61,16.57
-77.44,14.19,-2.45
-81.27,44.09,-23.77
-77.42,30.09,-4.88
-77.40,35.70,-4.83
-55.78,3.05,44.00
-64.17,10.46,34.34
-57.71,26.57,28.29
-64.95,27.06,28.04
-59.49,20.67,29.06
-68.07,22.64,22.52
-74.68,23.64,14.02
-73.65,18.46,18.10
-72.11,21.78,12.05
-70.81,17.35,15.97
-73.47,18.04,15.53
-72.17,19.98,16.59
-70.28,21.64,16.01
-72.13,21.93,14.48
-69.72,22.66,15.61
-71.25,22.58,16.97
-70.24,19.56,14.44
-70.03,22.28,15.46
-71.02,19.58,13.92
-71.46,20.69,16.34
-72.21,22.49,16.72
-71.56,22.08,16.17
-73.69,21.39,14.77
-68.38,27.22,20.13
-66.58,12.35,29.15
-61.66,9.83,30.78
-63.61,44.71,3.96
-72.65,40.17,3.83
-71.39,35.05,9.94
-58.61,24.98,17.39
-65.31,26.43,40.82
-55.43,21.85,31.57
-66.06,31.51,13.89
-84.89,33.12,0.98
-79.16,28.31,-2.05
-71.44,19.65,2.11
-70.31,12.22,14.25
-66.62,29.02,28.75
-76.08,23.90,30.15
-67.96,24.52,16.91
-70.60,30.45,19.33
-64.51,21.55,20.78
-63.67,25.46,17.68
-72.04,25.23,14.10
-73.40,19.42,12.51
-75.49,18.77,1.09
-80.16,22.97,11.32
-73.49,18.60,3.05
-76.69,30.63,21.78
-59.26,22.85,17.62
-60.89,24.44,27.22
-57.65,27.35,26.45
-62.23,29.61,25.30
-64.22,29.78,21.64
-58.52,38.12,15.38
-64.89,28.83,21.09
-80.14,28.58,11.61
-68.95,50.64,-14.40
-69.97,22.12,-4.37
-74.26,20.09,2.22
-72.15,29.17,-1.92
-70.77,26.20,6.34
-77.29,17.58,32.77
-63.09,23.43,22.03
-68.80,37.08,12.45
-67.56,26.45,8.04
-74.47,33.71,2.70
-69.99,35.28,1.23
-69.39,28.83,4.94
-70.14,28.23,7.83
-69.30,29.08,9.06
-67.38,21.01,6.99
-70.68,26.18,10.84
-65.68,16.45,9.02
-76.29,37.69,1.61
-78.34,24.34,10.32
-77.63,26.89,1.95
-77.38,31.22,-1.59
-75.85,27.81,-4.50
-65.74,35.72,4.67
-61.22,7.49,31.80
-24.08,35.63,-1.49
-34.86,59.24,-45.43
-67.56,67.98,-57.35
-51.73,61.33,-61.68
-74.62,34.04,-51.47
-72.71,39.07,-50.09
-61.48,33.00,-48.59
-55.01,33.67,-45.64
-60.49,37.41,-46.60
-63.59,29.29,-44.13
-63.28,33.04,-43.36
-68.25,29.42,-46.03
-66.83,33.54,-41.05
-62.31,32.93,-41.05
-63.27,34.73,-39.92
-60.64,28.21,-36.49
-66.60,33.73,-39.57
-60.16,31.30,-38.86
-62.59,35.20,-38.69
-66.16,37.47,-34.99
-67.23,35.32,-37.14
-72.90,32.54,-35.84
-60.35,28.60,-33.56
-64.30,17.74,-31.64
-57.50,20.99,-35.32
-66.23,-3.96,-8.06
-86.46,27.79,-43.82
-74.34,4.06,-39.63
-95.08,7.81,-29.44
-65.30,7.24,-14.44
-93.49,-31.03,-32.14
-81.23,57.73,-23.77
-67.19,-12.09,-23.56
-84.10,7.58,-10.92
-86.25,10.30,-15.46
-65.70,20.65,-24.94
-92.23,-23.25,-17.74
-97.44,-18.31,-1.21
-75.31,54.24,-59.99
-68.93,47.65,-66.92
-63.11,-11.80,-37.37
-66.46,21.38,-18.20
-64.26,34.92,-35.51
-57.81,44.90,-57.31
-59.03,28.90,-43.08
-61.73,32.62,-45.53
-63.09,36.28,-46.41
-59.68,35.36,-46.14
-59.86,31.87,-43.77
-63.57,39.48,-47.62
-57.98,33.58,-45.38
-57.96,32.37,-40.51
-62.44,14.35,-34.59
-66.87,24.29,-51.39
-71.14,17.01,-40.30
-68.03,-9.02,-48.00
-74.41,21.15,-42.96
-70.16,11.24,-45.49
-62.58,-8.73,-56.66
-71.87,14.96,-38.08
-73.42,-8.20,-32.45
-74.76,6.65,-35.65
-71.23,-3.95,-39.07
-72.73,9.81,-48.71
-72.96,19.98,-39.82
-72.86,12.79,-34.96
-68.19,9.46,-37.66
-68.34,9.35,-38.96
-73.65,9.98,-37.56
-70.33,37.02,-21.99
-75.75,4.96,-43.10
-69.41,5.29,-41.93
-72.46,-1.32,-42.33
-75.58,16.99,-32.89
-71.21,-2.16,-46.66
-78.22,13.33,-42.06
-73.78,29.65,-40.95
-60.72,13.08,-30.44
-60.58,18.18,-30.82
-75.10,21.99,-47.67
-79.01,27.47,-45.72
-73.91,16.05,-40.99
-78.53,21.64,-38.71
-75.66,19.84,-37.45
-72.42,8.73,-30.24
-73.67,18.50,-25.76
-69.34,16.97,-17.89
-70.37,11.32,-7.20
-76.18,24.06,-6.28
-60.74,32.26,-2.87
-66.35,38.25,29.84
-51.03,29.11,28.94
-53.52,28.39,32.79
-59.42,-7.28,21.68
-69.97,23.10,-4.85
-112.89,-7.36,24.29
-81.92,-36.12,23.98
-48.15,-22.14,13.91
-44.30,-16.47,7.99
-78.24,-36.22,32.47
-82.50,12.14,8.12
-71.12,21.89,-31.80
-109.91,7.32,-0.54
-82.55,37.10,20.44
-53.54,7.64,24.94
-55.58,-1.47,25.15
-61.96,8.41,21.07
-66.94,15.00,23.44
-62.33,17.10,-0.52
-109.77,61.41,0.08
-73.99,30.88,6.09
-78.47,17.72,-10.55
-74.20,13.91,-3.26
-79.93,0.73,-4.90
-86.52,4.88,8.85
-84.24,19.40,33.60
-64.49,31.28,9.85
-63.74,8.62,24.33
-72.31,8.27,45.97
-69.43,17.58,19.27
-65.26,11.55,23.71
-76.33,16.01,17.16
-63.34,21.72,16.09
-77.90,13.70,12.83
-74.85,15.71,10.90
-74.95,11.84,10.36
-73.82,18.45,8.81
-75.01,13.08,8.91
-74.34,14.65,10.46
-74.41,15.63,8.06
-74.34,15.99,8.91
-74.37,17.33,7.26
-74.59,14.73,7.99
-75.43,17.58,6.49
-74.93,15.36,8.73
-74.74,12.99,7.20
-74.32,16.80,7.07
-75.08,13.96,6.80
-75.01,17.89,5.63
-74.43,17.79,5.06
-74.14,17.79,5.44
-74.82,16.30,4.48
-75.75,17.37,5.36
-74.26,17.87,4.41
-73.88,17.45,5.63
-73.46,17.01,6.03
-78.51,17.26,6.45
-74.57,16.32,4.75
-75.50,15.07,4.35
-75.70,15.27,4.88
-76.06,14.75,1.74
-74.39,10.90,5.29
-73.59,18.81,7.11
-78.84,18.41,10.98
-75.89,38.82,20.57
-62.69,38.79,12.89
-51.08,40.24,19.06
