gX,gY,gZ 
-1.52,-0.51,1.92
4.51,-0.35,2.99
-1.36,0.43,0.23
0.16,-0.37,0.91
6.57,1.05,5.77
2.20,-1.26,7.38
1.88,-2.18,3.89
-0.51,-2.84,3.73
-1.85,-3.30,2.95
-1.03,-1.44,1.63
1.32,-0.93,0.10
0.89,-0.52,0.62
0.16,-0.08,-0.82
-0.37,0.76,-1.28
-0.21,0.89,-1.34
-0.56,0.45,-1.11
1.42,0.08,0.37
-2.35,0.41,-1.17
-0.85,0.16,-1.81
-1.85,0.08,-1.20
-0.52,-0.21,-1.50
1.40,0.29,-0.00
0.51,0.41,-0.27
0.27,0.12,-3.92
-2.99,-0.72,-6.53
-2.51,0.00,-0.99
-1.40,0.16,-0.37
5.09,0.80,3.59
2.56,0.97,3.73
0.14,0.87,0.33
0.33,0.43,-0.84
-2.06,0.51,-0.49
1.79,-0.29,0.12
1.63,0.99,1.20
-0.84,1.71,-0.16
-0.80,0.14,-0.93
-5.79,-0.17,-2.88
-0.58,-0.35,-0.64
-1.38,1.61,-0.41
2.10,0.51,0.89
0.89,0.21,0.93
2.23,0.10,0.21
2.20,0.35,-1.24
-3.26,0.51,-1.28
-23.35,3.21,-1.57
-5.32,-3.69,-8.47
13.52,-2.72,-9.52
7.83,16.48,-1.22
-16.53,13.50,0.62
-0.87,4.88,-0.02
-1.07,3.30,-4.53
1.11,0.35,-9.17
5.01,-3.26,1.34
-0.16,-6.12,8.14
2.62,-8.37,8.24
-7.56,-4.24,7.36
-12.28,-3.40,4.20
-9.15,-1.77,-2.89
-10.61,-4.72,-4.92
-6.10,-5.52,3.32
-2.31,2.12,14.67
3.94,8.06,17.99
10.74,11.39,7.83
15.15,9.73,0.21
3.54,18.38,-8.94
4.80,20.85,-8.74
13.37,1.30,-9.64
18.61,-9.21,-8.06
46.51,-21.84,6.39
53.56,-32.00,10.06
51.19,-36.18,0.14
50.16,-43.48,-0.62
29.24,-15.72,-3.77
34.76,-8.22,0.29
42.88,-1.20,-1.77
28.64,-3.40,1.73
26.79,-2.91,7.42
31.20,-4.74,10.57
18.36,-6.88,-6.16
-7.87,-6.39,-11.56
-9.42,0.99,3.96
-7.91,4.49,-3.15
7.64,1.75,1.17
3.48,1.03,1.79
7.31,7.95,-0.56
24.85,2.49,5.65
34.21,-4.33,10.04
8.61,-2.95,2.18
-13.95,-1.28,-1.98
-10.78,-9.05,8.39
-35.61,-20.28,-28.13
10.84,15.17,-15.54
-25.14,8.92,-10.49
-21.20,6.94,-8.45
8.65,7.91,5.65
-3.42,9.33,5.91
-42.33,8.08,-5.54
-20.34,1.40,5.30
-71.21,4.97,0.37
-33.07,9.62,-1.88
-57.57,8.18,14.49
