gX,gY,gZ 
-3.17,-2.23,-5.83
4.97,3.46,-2.82
-8.82,6.97,-5.30
0.45,4.24,-8.24
-2.02,7.52,-13.33
2.99,6.64,-7.03
3.56,4.90,2.88
-2.18,-0.66,-2.93
0.62,3.73,-1.92
-3.75,3.81,-1.46
-2.23,2.91,-1.94
8.10,9.25,2.58
14.63,12.53,14.63
14.38,22.96,36.08
34.56,2.41,31.88
24.23,-32.21,27.41
22.40,-40.39,39.89
37.05,-28.70,25.32
-2.68,-26.40,19.47
2.00,-17.17,-6.64
-1.09,2.04,-14.30
-44.94,-1.92,-19.29
-13.27,-7.54,-17.93
-4.00,-12.96,-23.16
-8.26,-36.21,-9.03
12.14,-24.34,24.07
-20.90,-20.42,39.73
-22.85,0.78,42.00
-13.83,-14.61,12.47
3.24,-10.47,-0.54
-4.49,16.26,6.29
-9.19,31.24,17.91
-0.66,30.29,15.45
-9.07,18.28,0.68
4.43,3.77,-6.63
4.86,0.39,-6.00
-2.00,4.25,-5.03
0.49,5.60,-1.20
4.60,3.28,-2.41
0.21,5.23,-4.25
3.28,1.32,-2.58
-3.34,-3.48,-1.17
-4.74,-1.24,-6.84
13.56,3.07,-3.96
1.96,6.43,-0.52
5.46,-1.96,-5.67
6.08,6.31,-1.15
-3.44,0.89,-15.02
7.38,0.04,-19.54
1.42,11.05,-36.14
9.66,16.69,-56.75
5.44,23.72,-61.72
7.36,20.19,-68.66
6.84,22.42,-102.85
0.49,38.31,-94.69
36.35,40.90,14.40
10.63,2.99,66.21
-48.34,15.43,-48.82
50.65,-4.84,-48.32
177.58,64.00,-37.50
95.96,121.31,25.78
256.34,51.12,48.55
241.16,3.05,63.10
174.87,-50.57,69.77
251.31,-32.43,43.71
117.23,-32.23,-52.28
105.19,4.78,-37.83
127.80,-68.62,-23.12
77.15,-3.50,-59.43
15.52,-1.05,-97.22
-43.73,2.76,-41.60
581.39,-140.86,77.32
224.59,-73.13,18.15
259.21,4.82,-81.97
253.23,17.43,-45.89
91.47,53.04,-0.82
44.78,53.66,3.28
54.59,-19.54,-12.32
-19.60,2.64,-0.68
-24.54,-0.51,-1.15
-33.86,-5.91,-2.04
-116.90,8.72,0.16
-250.35,21.02,37.79
-163.98,36.64,-64.31
-162.75,106.45,-10.7
-116.78,39.94,19.39
-146.53,-27.82,63.84
49.45,-0.54,129.84
-82.65,70.56,9.42
-22.93,91.26,-13.95
-17.19,25.08,-27.59
57.37,-7.79,15.87
75.23,-44.67,14.98
23.62,-46.32,14.84
7.13,-60.93,8.80
34.27,-32.27,5.09
-84.86,9.29,-30.00
23.72,27.22,-43.68
-13.68,-3.94,14.57
-154.20,-8.24,-18.86
12.14,28.83,47.23
104.33,69.53,76.96
73.42,49.46,5.03
-145.25,79.13,-94.19
-188.32,72.49,-54.73
-160.26,67.09,-21.57
-32.35,14.16,-5.87
75.54,-48.49,6.45
-308.58,-42.68,-180.
-318.33,24.17,-92.36
-54.50,75.89,-87.06
129.32,34.56,-12.01
207.48,63.36,80.88
321.27,-95.43,55.57
265.94,24.64,210.78
181.58,-42.90,185.52
21.43,-70.14,19.14
-47.97,-17.10,-46.78
-7.44,-12.53,-66.81
-2.86,-27.18,-25.28
-90.24,-28.60,-75.25
-65.45,6.33,-18.96
140.78,11.23,-5.46
135.51,0.97,39.21
161.70,4.82,77.52
242.84,2.51,122.61
338.91,-17.70,167.90
250.96,-53.29,170.56
194.21,-112.45,135.1
92.75,-140.54,62.99
21.51,-94.36,-24.42
31.57,-69.26,-41.91
42.88,-40.72,-16.53
24.67,-12.63,-12.92
44.67,0.89,-7.48
24.44,0.17,-4.35
3.32,-8.45,-3.48
-0.12,-9.31,6.20
-34.50,-1.07,-4.99
-42.88,23.10,-9.50
-132.58,75.01,-40.66
174.99,93.66,-13.39
210.43,18.85,86.83
-104.19,17.72,-63.05
-57.70,55.35,-31.75
5.48,23.62,-55.88
-63.34,-5.61,-39.94
-81.33,-40.26,-48.12
-148.86,-18.11,6.99
-261.82,32.80,-22.96
119.62,50.40,-9.83
53.54,25.33,25.68
50.73,45.95,49.15
71.98,-93.02,128.65
0.51,-18.73,19.88
20.65,19.97,-45.77
26.03,28.62,-43.75
-9.93,-11.97,-54.92
-17.68,-16.38,-65.96
53.00,-47.04,-11.21
11.68,-20.38,21.84
61.92,-16.48,45.52
-1.81,-4.08,14.05
6.16,-9.50,-11.81
-25.76,25.12,-19.60
-12.61,13.58,-0.89
-0.10,2.16,-0.43
-40.37,3.24,-14.88
-2.18,8.49,1.52
-10.22,6.63,-3.05
4.18,7.42,1.36
-9.11,0.41,-11.52
-13.19,9.33,-10.61
-13.91,14.53,-11.66
-8.88,20.54,-15.08
-6.29,15.46,0.52
25.68,-8.74,42.88
18.67,9.50,37.83
-234.73,45.23,-38.37
-12.59,101.12,3.83
5.30,68.37,-53.89
1.65,24.65,-20.75
-18.73,-21.58,-37.77
-59.10,-15.78,-19.41
-70.06,-15.17,-13.85
-64.07,48.24,-25.78
47.17,22.44,-36.45
121.39,21.20,-5.69
134.81,-27.61,51.68
26.25,-98.13,35.83
-12.10,-89.72,64.79
141.11,46.78,16.34
46.80,10.57,-1.94
95.30,-27.57,29.63
5.75,-11.95,51.74
-2.84,-6.61,-32.02
0.41,-24.83,-49.17
-27.80,-5.95,-7.73
-51.72,14.16,-55.20
0.08,11.39,19.70
-46.80,43.91,-7.81
44.53,30.81,51.93
24.62,49.97,59.45
-5.07,35.09,9.31
-66.50,26.27,-17.68
-52.30,-3.01,-31.42
-70.39,4.16,-41.60
46.32,-25.10,-1.26
-5.58,-62.40,-12.28
-85.21,-20.26,-28.64
177.93,-5.73,12.88
103.77,-11.87,-4.53
44.61,-12.84,-0.99
2.18,3.36,-13.13
73.26,-40.68,45.81
-72.02,-34.74,36.27
-55.53,-6.02,6.37
-2.27,47.60,-23.72
-44.72,42.76,-32.06
-8.72,25.98,-38.95
32.45,27.30,8.18
56.71,5.87,15.50
46.12,13.23,23.86
43.58,-4.51,21.24
-18.85,4.06,-40.47
-29.03,-4.43,-54.67
-72.43,-4.92,-60.38
106.84,-25.00,28.04
-22.71,-7.65,4.66
-112.90,15.60,-36.91
-145.19,13.02,20.81
-37.96,67.40,62.89
-17.39,99.22,203.24
-396.44,47.81,153.19
-239.71,84.98,74.51
-379.11,54.30,-113.2
-47.35,17.47,-92.50
-12.40,-53.49,-37.22
-13.09,-63.06,-87.51
6.41,-1.88,-41.67
51.87,-7.15,-3.48
25.33,5.34,-26.27
50.05,-6.70,-18.24
-2.93,22.11,-9.69
-3.15,27.67,-13.52
-19.76,38.92,-14.09
-5.23,32.56,10.39
-9.52,17.82,6.92
0.17,7.54,3.73
-22.65,9.09,-12.28
-4.59,6.00,-20.03
-5.85,14.12,-13.37
19.12,-7.13,11.58
-8.65,-12.03,12.67
22.63,-2.45,-13.52
-22.56,64.39,-35.15
-22.23,68.43,1.03
-26.68,79.95,-31.90
-40.45,29.63,-64.50
-313.24,48.84,-155.1
-158.67,38.97,-66.58
-71.05,26.71,2.55
7.03,-40.92,-44.39
42.12,48.03,65.45
-20.59,-22.05,-184.5
168.79,78.53,197.20
-63.18,-38.76,36.54
-16.36,48.98,-31.30
11.87,62.46,-71.21
18.22,101.61,45.73
-196.93,-81.54,51.85
215.87,34.37,-113.79
19.25,0.72,-136.50
425.44,-273.47,187.7
350.27,-309.20,51.00
206.62,-124.30,-35.7
0.62,26.75,-46.34
-6.94,23.00,-13.68
10.16,-7.71,9.07
16.03,12.80,-31.09
-16.36,16.90,-22.89
11.19,-3.50,-3.69
2.56,11.87,2.12
-11.54,10.32,16.86
26.31,2.74,8.72
-66.35,41.83,-10.37
-290.20,113.11,-54.7
-135.61,60.67,-39.83
-69.83,35.88,-30.15
-94.60,-9.73,-36.82
55.31,39.75,-3.83
9.81,12.94,-28.05
58.63,4.92,-23.64
8.65,22.13,40.96
9.23,6.08,-4.37
-41.05,14.67,28.25
-135.82,8.00,38.10
-11.11,-11.44,52.63
-34.29,12.10,52.17
-13.76,-16.07,-9.79
-17.29,3.83,-13.31
-23.45,3.36,8.28
16.69,-19.08,-0.84
50.09,20.79,26.60
-15.37,9.44,-1.94
-14.86,7.56,0.16
-36.78,-11.56,-27.22
6.72,10.57,18.17
-10.63,-1.46,-45.40
56.01,3.46,-12.51
107.54,-59.18,48.90
74.35,-42.51,32.54
17.31,5.52,-39.26
34.80,31.75,-35.94
82.30,9.79,-34.21
30.56,18.32,-48.61
73.30,94.40,-37.21
43.48,68.64,9.85
24.50,67.14,15.95
61.20,83.58,22.26
136.47,102.41,54.22
-33.13,170.19,64.02
-40.02,145.81,72.97
22.26,92.30,79.33
211.77,-57.22,35.30
34.50,-30.95,-8.37
42.61,-33.18,-38.06
-142.02,-24.65,-186.
-15.74,-3.59,-412.81
131.94,180.31,-458.0
-63.59,411.20,-213.7
55.53,301.22,150.63
163.33,17.43,433.58
-371.00,-206.80,493.
-104.97,-441.98,139.
-548.72,-94.42,12.18
-85.76,414.47,-116.4
164.11,162.01,-126.0
-138.35,-15.31,-39.8
-239.57,-86.90,-13.8
-190.07,-157.56,7.58
-129.35,-88.46,63.08
-17.08,-49.06,-20.57
82.82,-11.97,-10.30
-14.20,29.76,-80.36
236.91,-3.42,9.42
373.74,-18.67,154.28
369.00,-11.13,153.64
453.54,67.73,84.61
256.79,135.77,209.26
237.67,-85.66,156.63
2.31,-219.44,72.45
24.25,-44.16,-11.17
56.98,67.42,-58.30
-41.81,26.56,-42.92
-91.76,-22.50,-72.02
-12.84,-11.48,-9.36
-31.12,-27.14,-36.04
26.23,-8.06,16.82
20.92,-4.72,-3.63
46.98,-1.92,12.20
57.18,-11.99,-0.35
35.38,-8.57,15.00
58.75,-13.35,19.08
80.30,-13.93,21.24
112.61,-23.88,33.88
89.22,-27.86,35.67
79.81,-32.50,26.71
92.42,-25.26,17.89
40.96,-12.28,0.68
33.65,-7.89,2.49
-9.81,0.68,-11.42
-20.15,10.82,-8.86
-18.09,11.19,-4.12
-15.60,11.17,-7.77
-12.67,8.51,-12.08
-18.34,6.39,-9.17
-2.33,7.09,-0.80
1.96,2.66,-2.06
1.32,-2.39,2.68
21.04,-11.77,-0.80
-19.54,14.36,-2.45
-17.21,2.39,-6.26
-35.65,-0.82,-3.36
-72.66,-15.58,-5.73
-74.39,11.19,8.57
-47.27,63.92,15.17
-97.49,115.07,54.44
-42.45,223.64,124.98
-105.88,142.18,112.9
27.41,60.79,65.73
-56.79,31.90,-39.73
-148.39,88.50,41.32
11.50,7.89,62.91
23.33,3.67,-28.29
-84.34,71.63,48.67
-45.35,-54.21,13.97
44.86,-100.00,-78.86
168.02,49.39,-18.96
-74.76,86.01,-70.33
-111.75,84.22,-77.52
-61.98,62.71,-51.54
4.37,3.89,-8.33
18.17,-9.27,4.31
23.70,2.23,1.24
16.65,-8.16,10.98
86.61,-35.40,59.39
153.64,96.07,54.48
-60.73,73.83,-177.67
-103.18,53.93,-39.40
-27.98,-19.54,6.74
20.54,-47.74,27.22
19.70,-40.41,23.31
-6.70,-3.15,-4.59
2.64,8.55,-12.10
25.14,-7.81,3.40
18.65,-11.33,8.45
5.07,-6.51,7.11
-10.12,3.07,2.91
-11.35,4.31,2.12
-6.74,3.94,-0.17
-0.45,2.45,-2.04
1.67,1.34,-2.51
-5.73,1.73,-3.61
10.90,2.41,-4.00
-2.62,4.53,-6.70
1.05,3.83,-5.27
-0.02,5.36,-5.28
1.59,4.47,-2.25
-2.27,5.46,-2.55
4.37,4.82,-2.66
1.55,4.49,-3.44
3.56,4.86,-5.73
1.05,4.51,-4.24
0.91,4.55,-5.23
0.93,2.68,-3.54
0.95,4.16,-4.72
2.72,3.87,-2.70
1.73,3.98,-4.60
3.61,2.70,-3.32
4.39,2.99,-5.54
1.22,1.85,-3.36
-1.69,2.93,-3.69
-0.06,4.74,-4.18
-3.01,7.17,-5.95
-1.63,6.82,-6.78
3.67,6.86,-6.39
0.64,6.33,-6.16
-0.04,6.26,-3.77
-0.52,4.95,-3.26
-5.95,1.59,-2.08
-2.45,1.77,-3.05
1.30,1.44,-2.49
0.33,4.43,-3.52
2.33,5.11,-3.91
8.37,2.97,-1.53
-1.52,4.41,-4.14
0.80,3.92,-3.42
-0.72,5.17,-4.14
-5.95,5.30,-3.63
-6.14,7.36,-6.18
-2.49,6.20,-5.93
-0.37,6.74,-6.94
0.02,7.23,-6.84
1.57,6.26,-6.29
1.67,5.42,-6.47
3.83,4.82,-4.59
4.93,4.25,-3.30
5.65,4.49,-4.24
-0.19,2.51,-5.17
-0.52,3.34,-5.25
0.39,2.82,-4.47
3.50,3.03,-3.17
3.94,1.92,-1.77
6.57,0.68,0.82
4.66,0.49,-0.00
9.83,2.08,1.01
14.03,0.68,3.98
12.36,-1.09,4.10
0.80,-0.41,0.08
-1.65,3.63,-3.48
-2.21,4.70,-4.41
0.41,6.80,-6.31
1.22,6.29,-6.86
-0.14,7.91,-8.02
5.11,7.73,-6.96
2.41,6.82,-6.04
4.45,5.54,-7.42
12.47,9.09,-11.79
2.20,8.18,-14.67
4.20,7.75,-13.91
4.12,7.46,-12.51
4.72,5.09,-13.25
3.98,4.24,-13.27
6.76,6.64,-16.13
11.39,5.95,-14.86
10.06,5.03,-14.55
2.37,7.17,-13.54
-0.52,4.70,-8.76
5.81,-3.09,1.77
4.76,-9.09,5.36
-5.03,-7.42,4.06
-15.91,-3.05,2.33
-16.18,0.04,-0.82
-4.86,-0.12,3.26
8.63,0.19,1.11
2.58,4.92,-3.44
-4.78,3.23,-4.08
-0.29,2.14,-3.01
-1.75,1.98,-1.96
-3.67,0.82,-0.78
-2.25,1.94,-0.97
-0.64,1.24,-0.16
-1.26,3.21,0.82
-9.87,8.61,-7.21
-6.61,6.78,-9.07
-12.55,10.10,-11.50
-12.16,12.24,-11.72
-20.17,5.89,-12.12
0.23,0.58,-11.52
-21.12,-0.08,-4.90
-12.40,27.92,-27.55
-2.31,-18.05,0.35
-32.02,-19.88,10.55
-92.28,39.56,-16.82
-101.88,73.52,-28.31
-67.94,51.10,-30.06
-36.29,7.69,-4.72
39.36,-15.52,-0.72
31.05,20.44,-26.19
48.42,-4.86,-11.04
209.48,-59.35,22.65
335.02,-34.10,94.44
338.21,-227.66,-109.
69.61,-282.28,-152.1
-161.53,-99.73,-118.
-27.86,51.08,-71.48
-21.99,44.16,-21.22
-51.56,39.60,-18.15
-110.97,-17.54,27.06
238.48,-83.76,-32.04
304.21,-89.68,222.34
-61.55,59.06,143.65
43.87,-5.30,116.38
-21.02,-37.87,62.77
121.89,-51.06,145.21
-142.29,-12.51,101.3
30.89,57.39,3.67
38.84,49.74,-98.54
67.82,58.11,-71.71
-17.43,61.34,-104.47
-7.29,27.49,-58.32
-5.85,-78.39,-83.46
-4.78,-103.51,-4.92
-36.93,-28.93,20.75
-41.19,18.73,-71.48
-79.91,7.13,-59.04
-64.41,-11.05,-53.18
-137.18,26.62,-61.53
-276.31,3.36,26.66
-94.44,75.34,-80.78
-116.40,74.18,-37.77
-157.70,-28.13,-17.6
-163.28,-84.26,-32.4
-167.30,-65.32,-185.
