gX,gY,gZ 
-2.08,10.12,26.64
-1.85,-12.53,27.84
-122.26,-45.72,8.57
22.28,-47.56,-32.17
-3.44,-11.62,-17.43
5.03,-2.78,-12.75
2.43,-1.57,-9.56
4.37,-1.36,-4.99
1.75,-0.72,-6.68
5.73,-1.46,-3.61
0.12,-1.46,-4.18
-5.36,4.25,-6.20
-0.49,2.35,-0.51
5.15,6.49,-0.60
49.81,6.96,35.42
88.73,18.11,-3.28
-35.55,30.91,-22.75
-7.29,4.14,-9.99
-9.05,0.80,-11.56
6.20,11.56,2.62
7.95,14.84,7.21
4.14,4.33,-0.74
-1.63,12.92,0.51
0.08,8.04,-0.56
4.60,38.57,15.85
27.36,77.25,-13.37
-56.36,60.05,-27.06
-8.96,41.27,-12.57
-46.84,16.51,5.93
13.83,-9.66,3.28
5.91,-1.69,6.35
-25.61,11.05,1.63
6.72,3.34,-3.77
5.95,-0.43,4.29
9.87,-5.79,34.41
-10.24,-30.29,53.23
-41.65,-44.14,48.45
48.73,-23.76,28.09
-0.02,11.02,34.78
8.72,5.23,48.67
11.77,5.63,26.99
12.01,-1.30,12.16
-1.85,0.04,-0.10
-39.75,0.80,-14.32
-5.44,-8.49,-2.99
-0.37,-1.88,10.41
24.11,3.40,24.23
-0.27,-4.08,18.71
9.66,-8.84,5.89
-0.52,-25.49,-4.95
4.20,-18.24,-11.17
-1.73,-8.68,-13.02
0.31,3.63,-19.25
-9.95,3.52,-10.53
-19.58,5.60,-5.27
-30.54,-7.03,-7.13
3.23,-14.92,-15.23
6.22,-8.80,-9.33
16.48,8.16,4.55
21.29,17.37,6.00
-0.56,6.61,-6.12
2.31,10.37,-8.78
5.69,8.49,-5.07
0.58,7.15,-6.20
7.11,5.77,-9.91
-2.95,7.07,-6.70
2.82,8.63,-10.36
-0.35,1.03,-4.55
-9.15,3.79,-10.71
-2.33,5.81,-12.61
3.71,3.73,-1.61
24.29,22.65,11.54
-7.54,11.09,-12.16
-8.80,-5.93,-42.33
21.47,-17.49,-38.57
27.82,3.07,-43.81
18.50,-1.32,-106.66
-15.85,18.50,-132.35
51.54,8.12,-95.06
29.41,49.58,-48.07
-28.73,9.01,11.40
16.84,49.87,55.31
86.11,-14.26,41.73
186.57,-9.83,-13.48
355.77,1.15,42.37
422.72,3.42,140.06
244.27,-68.99,122.30
269.67,-24.44,59.51
178.08,-15.80,-9.54
169.84,-68.31,-60.40
216.94,-58.60,-31.01
310.12,-50.13,10.90
294.77,-72.45,43.21
296.28,-54.94,-23.41
320.53,-125.59,56.34
487.19,-51.23,85.37
500.11,-35.36,104.76
217.60,53.68,-56.73
-133.38,68.15,-44.01
-162.83,-5.91,-36.25
-23.59,-68.56,-135.2
67.47,-28.50,-34.60
-143.98,-45.60,-76.0
-177.58,25.12,-135.6
-40.08,-123.99,-155.
-259.49,-128.07,32.2
-219.74,-87.35,64.00
-202.72,51.99,29.24
-83.64,122.98,34.17
-131.36,8.49,6.78
-116.20,-5.17,-50.03
-130.05,-74.92,-0.49
-31.01,-38.92,69.32
-55.18,5.46,-66.00
-230.61,-70.31,-11.5
-315.28,-92.11,-0.56
-172.66,10.86,60.09
-5.15,42.66,56.36
66.37,68.19,121.23
318.72,114.47,224.94
137.28,187.17,41.98
87.86,190.17,-17.95
-55.18,154.11,-153.6
-55.39,-18.98,-175.9
-636.63,-293.25,-31.
-367.64,-146.35,147.
267.28,-131.30,-37.0
-230.81,-203.82,254.
56.50,149.31,271.41
269.82,267.16,218.90
288.96,240.33,293.31
428.43,220.24,82.61
