aX,aY,aZ 
0.05,-1.47,-9.84
0.01,-1.48,-9.93
0.02,-1.47,-9.82
0.04,-1.45,-9.85
0.04,-1.47,-9.89
0.01,-1.47,-9.87
0.01,-1.47,-9.86
0.01,-1.47,-9.78
-0.03,-1.48,-9.89
0.03,-1.46,-9.93
0.03,-1.48,-9.89
0.05,-1.47,-9.80
0.06,-1.49,-9.82
0.00,-1.50,-9.87
0.03,-1.46,-9.86
0.02,-1.47,-9.90
0.03,-1.46,-9.86
-0.01,-1.45,-9.86
0.02,-1.47,-9.84
0.05,-1.43,-9.85
0.03,-1.45,-9.82
0.01,-1.45,-9.85
-0.04,-1.42,-9.80
-0.25,-1.57,-9.82
-1.08,-0.87,-9.92
0.16,-1.29,-9.87
-1.88,-1.70,-9.78
-2.37,-1.57,-10.41
-2.37,-1.49,-10.57
-2.46,-0.43,-11.78
-1.88,0.18,-11.42
-3.70,2.40,-10.72
-0.65,2.74,-8.73
-2.15,1.38,-7.72
-1.60,0.73,-6.83
-1.62,1.05,-7.59
-3.07,2.47,-9.62
-2.81,2.74,-10.72
-3.50,4.77,-11.83
-1.36,1.59,-10.84
-2.44,3.14,-11.16
-1.17,4.91,-10.83
-0.45,3.79,-9.56
-2.76,1.99,-9.05
-0.72,1.48,-7.95
-1.05,3.45,-6.96
1.29,3.43,-6.49
1.31,4.22,-7.06
3.76,2.32,-6.50
4.27,8.10,-8.60
1.16,7.34,-9.71
2.03,3.64,-9.06
-2.30,6.41,-11.06
-0.54,5.20,-10.30
-1.80,3.74,-10.43
-2.51,5.19,-10.07
-2.17,3.89,-8.95
-4.46,4.58,-9.35
-4.19,3.00,-8.57
-2.52,3.33,-6.39
-3.74,2.47,-5.25
-1.28,0.85,-3.92
-7.35,1.54,-7.75
-1.53,2.77,-6.31
-8.30,2.61,-11.30
-0.84,7.31,-9.94
-2.67,3.67,-10.75
1.37,5.25,-10.55
1.38,3.95,-10.02
-3.56,2.02,-13.42
-4.86,5.94,-15.41
3.05,4.79,-10.69
-0.48,1.76,-9.15
-4.08,1.29,-9.05
5.82,3.95,-3.48
0.70,2.87,-3.01
0.88,2.67,-4.86
-4.86,3.75,-9.96
-2.23,2.40,-10.59
-9.72,3.65,-15.61
-7.62,4.88,-16.33
-5.84,3.91,-14.04
-5.33,2.84,-11.64
-0.44,3.17,-7.29
-0.33,3.65,-3.21
0.75,2.92,-0.91
6.17,1.15,1.09
-9.42,0.43,-9.46
0.00,5.10,-8.20
-8.29,3.84,-16.83
-9.92,7.01,-18.20
-12.85,2.44,-16.10
1.46,5.58,-11.16
-3.45,0.52,-5.71
-1.09,5.10,-3.49
2.01,0.98,0.27
7.26,1.62,2.17
-7.25,-1.99,-10.22
-0.25,7.70,-9.92
-4.11,1.09,-14.30
-9.25,6.90,-18.30
-7.96,2.96,-14.95
-0.90,2.22,-9.59
0.68,1.49,-3.47
0.07,2.41,-2.10
0.31,2.87,-2.08
2.28,1.41,-2.71
-7.44,2.27,-11.43
-3.90,6.45,-11.49
-3.28,5.47,-13.03
-4.37,4.09,-13.45
-1.26,1.36,-11.25
0.19,-0.75,-10.22
-5.53,0.75,-13.19
5.33,6.96,-13.53
1.27,4.57,-12.24
1.80,8.29,-13.24
8.50,1.41,-3.99
-18.04,-1.90,-18.48
-3.14,0.18,-11.98
-0.22,0.18,-12.97
4.37,7.91,-17.43
6.80,13.32,-14.06
3.53,4.19,-14.49
4.50,3.73,-5.86
8.94,2.49,-1.25
4.80,-0.56,-3.55
5.55,-2.74,-7.20
-16.85,3.72,-18.86
3.07,2.14,-9.43
-10.09,3.18,-21.48
-4.31,8.04,-20.88
3.65,10.68,-12.12
-2.46,5.18,-11.26
2.37,4.09,-4.17
3.29,2.55,1.21
8.73,2.33,5.42
3.96,-9.49,-8.51
-12.48,3.41,-17.99
-2.17,3.30,-16.78
-19.90,8.91,-29.81
3.24,2.86,-15.26
-6.44,1.74,-12.91
-2.48,5.50,-9.40
-2.09,2.91,-5.22
0.55,3.63,-0.93
2.14,2.91,1.58
9.80,-1.29,3.02
1.71,-3.93,-13.52
-6.12,4.60,-18.56
-9.07,7.67,-23.57
-6.03,5.26,-21.05
-2.11,3.62,-16.23
-4.55,3.37,-12.30
0.66,2.73,-5.88
-1.24,2.47,0.65
2.64,0.62,2.49
8.01,-0.46,0.50
-3.12,-2.10,-16.30
-8.31,10.51,-21.62
-4.04,8.22,-21.34
-7.97,7.61,-21.58
-0.90,5.25,-14.72
-0.74,1.52,-8.47
-2.14,0.21,-4.10
0.35,0.33,-0.47
3.33,1.13,0.72
6.61,-2.44,0.69
-6.75,-3.90,-15.01
-8.76,14.42,-19.23
-5.68,10.22,-19.76
-8.65,5.26,-19.87
-2.32,4.23,-12.42
-0.41,2.61,-5.95
-1.69,1.80,-2.98
-1.85,1.41,-0.58
0.06,-0.35,1.91
1.59,-0.25,1.21
1.21,-0.51,-6.82
-8.73,6.05,-16.91
-7.09,9.81,-19.93
-9.08,9.74,-21.22
-6.35,6.76,-17.12
-0.78,3.34,-10.57
-0.96,1.76,-5.76
-1.25,1.32,-2.22
-1.13,1.30,0.34
3.44,-0.36,0.98
-0.88,1.19,-5.54
-11.37,4.12,-13.75
