gX,gY,gZ 
0.45,0.04,0.19
0.43,0.02,0.21
0.45,0.04,0.19
0.41,0.06,0.21
0.47,0.06,0.19
0.43,0.08,0.23
0.45,0.04,0.23
0.41,0.02,0.23
0.47,0.02,0.23
0.47,0.04,0.21
0.47,0.04,0.21
0.43,0.02,0.21
0.43,0.02,0.21
0.43,0.06,0.19
0.41,0.04,0.23
0.43,0.02,0.17
0.43,0.02,0.21
0.45,0.04,0.21
0.43,0.04,0.21
0.43,0.06,0.19
0.43,0.04,0.21
0.43,0.04,0.19
0.45,0.04,0.25
-4.47,-10.28,7.73
-7.58,-16.32,4.16
-9.81,-21.53,1.19
-7.46,-15.87,-2.18
2.70,3.23,9.85
-1.59,3.54,13.21
-2.27,-10.84,-1.32
-6.51,-9.21,6.04
-15.91,-7.54,10.84
-26.85,-14.32,-6.02
-46.67,-1.94,-13.41
-33.86,-7.50,-18.85
-30.27,9.64,-38.64
-8.98,25.59,-9.17
10.86,14.92,8.02
29.43,16.40,17.56
27.39,2.39,21.35
21.95,-9.73,33.61
28.04,-17.58,34.14
-1.92,-23.96,24.62
-20.98,-26.40,30.39
-23.61,-26.15,39.60
-17.78,-29.82,53.14
-17.91,-22.83,77.62
-8.76,-15.87,67.32
-4.86,-4.41,31.57
14.73,3.46,32.13
24.58,23.02,-10.74
13.33,25.92,-21.16
12.63,28.40,-53.82
8.53,25.45,-50.86
1.85,1.22,-55.72
-11.25,7.46,-45.42
-14.09,-4.31,-42.08
-18.79,-9.52,-36.29
-20.09,-15.56,-40.84
-23.96,-32.62,-44.04
-13.43,-38.51,-44.30
-10.26,-30.33,-45.31
-17.49,19.33,-29.63
-0.99,34.84,-1.77
-5.28,58.03,18.26
11.48,51.91,42.39
10.37,46.34,45.17
23.35,48.88,29.74
21.99,16.65,30.66
26.73,20.87,31.10
49.00,-9.79,29.63
37.98,-67.42,10.80
-20.96,-96.64,-1.55
-48.55,-77.69,37.05
-27.18,-79.36,19.18
-19.66,-37.13,-6.86
-5.17,30.93,12.30
14.73,70.39,-6.68
20.05,69.63,-14.82
13.58,64.58,-12.65
9.52,27.84,-18.77
-6.49,-29.53,-11.85
-32.74,-62.44,14.09
-41.98,-79.03,21.57
-37.13,-70.49,4.10
-25.08,-29.57,7.17
-7.25,5.23,2.51
5.89,51.00,-2.97
46.96,67.30,-2.76
47.89,52.85,-24.77
30.66,56.96,-1.46
-12.78,-20.54,-1.48
-27.57,-57.80,-13.62
-28.33,-103.40,12.16
-35.96,-59.04,20.05
-22.01,-55.31,6.80
-18.57,-2.20,15.74
29.43,97.57,2.84
46.03,98.79,-3.81
42.22,76.16,-15.33
26.29,79.77,-4.51
15.87,-24.30,-4.14
-28.89,-75.11,25.20
-34.82,-88.57,-7.42
-22.67,-50.88,-0.45
-11.02,-22.91,25.02
6.86,19.58,2.31
22.03,57.84,-2.20
46.94,79.52,25.66
47.54,41.56,17.04
21.10,29.20,0.37
4.10,23.18,17.41
-3.91,9.85,45.37
-5.05,20.01,96.60
1.17,17.02,120.75
-16.84,-53.84,91.10
-76.57,-15.31,67.09
-76.12,-58.48,6.16
-97.61,67.30,-82.94
14.98,143.65,45.83
64.81,37.28,87.37
78.98,-6.14,107.09
27.28,-99.05,95.00
-62.38,-67.09,27.08
-127.26,-51.68,-6.78
-83.23,-45.11,-20.73
-86.15,30.06,-48.55
-54.67,110.16,-23.28
41.34,148.94,-45.09
44.26,70.00,11.23
78.59,24.27,-8.10
72.88,-9.29,55.53
57.92,-84.32,18.44
-23.84,-87.62,25.65
-87.87,-71.13,8.86
-89.78,-57.51,5.85
-60.23,-10.55,21.92
-13.02,62.93,-12.34
89.33,158.77,-67.46
92.62,128.03,-28.52
55.29,102.89,-25.94
10.01,5.71,30.83
-61.94,-88.48,-3.98
-60.69,-69.01,-33.57
-23.08,-92.85,2.37
-42.88,-74.97,50.36
-26.89,-49.66,43.99
-1.85,4.16,-0.35
28.81,83.89,-40.16
87.27,176.97,-29.90
88.96,85.50,-35.09
25.51,38.43,10.94
-29.82,-43.83,21.95
-50.01,-80.55,-14.51
-53.74,-100.04,6.94
-45.37,-86.98,25.61
-7.27,-19.37,1.79
2.55,8.72,-7.34
34.99,91.45,-16.49
88.96,147.00,20.69
79.09,82.80,21.49
-7.75,15.45,3.91
-14.86,-38.51,-20.71
-49.60,-95.88,-22.54
-62.17,-84.01,16.65
-30.85,-55.37,21.66
-21.43,-26.62,2.66
5.21,24.95,-0.56
50.34,98.35,-21.76
98.31,123.78,-16.32
47.44,31.12,-12.28
-38.78,2.53,13.25
-40.16,-68.64,-17.21
-50.01,-97.49,-31.92
-40.20,-76.74,20.42
-30.11,-50.34,45.79
-11.95,-25.37,15.33
10.57,3.28,1.36
38.06,41.09,-10.74
76.51,125.10,-12.67
90.52,97.38,9.54
14.98,47.68,11.35
-7.73,-20.77,0.37
-42.47,-73.28,-9.25
-55.88,-91.18,-11.91
-49.19,-71.24,12.30
-25.57,-42.02,13.52
-9.00,-6.96,3.83
16.48,36.10,-23.02
56.59,106.76,-5.36
