gX,gY,gZ 
0.45,0.04,0.23
0.47,0.04,0.21
0.45,0.08,0.19
0.45,0.02,0.19
0.47,0.04,0.23
0.47,0.04,0.21
0.43,0.02,0.19
0.47,0.04,0.23
0.45,0.04,0.23
0.45,0.04,0.21
0.45,0.06,0.19
0.47,0.04,0.19
0.47,0.04,0.19
0.45,0.02,0.23
0.45,0.06,0.21
0.45,0.02,0.19
0.45,0.02,0.21
0.43,0.06,0.21
0.45,0.04,0.21
0.45,0.02,0.19
0.41,0.06,0.17
0.47,0.06,0.21
0.45,0.04,0.23
0.47,0.06,0.21
0.47,0.06,0.23
0.45,0.04,0.25
0.45,0.04,0.19
0.45,0.06,0.21
0.45,0.06,0.19
0.45,0.02,0.21
0.47,0.02,0.21
0.47,0.02,0.21
0.45,0.02,0.23
0.45,0.04,0.21
0.45,0.04,0.19
0.47,0.04,0.21
0.47,0.06,0.23
0.47,0.04,0.21
0.45,0.04,0.21
0.45,0.00,0.21
0.41,0.06,0.19
0.60,0.25,0.08
-12.80,-7.54,-9.25
3.44,0.74,-3.83
4.29,-7.03,-7.73
2.31,3.94,-3.28
0.60,5.96,6.24
0.43,-3.87,-2.31
-0.25,7.67,-0.31
-4.78,6.14,2.49
-7.40,33.86,11.19
-10.59,17.31,8.76
-19.54,8.84,13.06
-25.39,-22.81,5.69
-12.73,-23.35,1.75
12.51,-41.65,-14.18
39.69,-39.52,-34.49
56.61,-24.32,-30.06
71.46,-9.69,-26.81
76.64,1.63,-32.00
77.93,14.07,-48.77
77.58,23.24,-36.56
76.24,7.42,-18.55
68.31,-10.57,-17.00
33.67,-18.13,10.51
11.35,-40.92,77.19
-12.01,-60.11,72.10
-14.01,-21.41,108.82
-120.98,-13.00,44.55
-106.66,42.65,91.43
11.13,-15.68,39.38
-83.52,20.01,28.15
-95.61,22.19,78.26
-86.18,-3.94,103.46
-58.56,-3.92,113.75
-40.22,-14.34,89.76
-31.01,-8.22,83.99
2.76,26.27,74.53
42.96,53.58,58.03
63.16,47.19,68.83
86.90,40.43,51.10
59.63,26.77,71.22
77.13,-19.78,47.23
79.23,-14.80,56.48
70.06,-59.68,27.49
58.65,-85.04,16.75
57.43,-96.99,16.63
38.72,-91.51,16.28
21.72,-78.63,25.14
24.42,-90.58,21.08
2.99,-81.19,31.77
6.29,-60.56,26.62
-9.03,-53.82,21.49
-7.75,-53.02,26.56
-15.85,-44.26,24.03
-32.87,-50.69,28.09
-40.49,-46.76,27.41
-57.74,-38.37,28.04
-73.28,-24.46,33.05
-82.32,-2.82,41.98
-86.84,14.30,58.97
-77.71,5.46,45.15
-69.71,40.70,72.66
-56.11,18.67,65.01
-16.34,26.09,86.20
-9.79,37.57,95.98
-8.98,17.84,81.74
8.70,18.13,82.30
31.30,24.73,79.64
65.32,31.38,72.10
10.10,3.52,43.73
66.15,20.34,65.24
46.67,-10.72,31.32
42.33,-14.05,63.82
31.53,-46.55,38.29
39.52,-23.33,34.25
60.87,-31.77,23.41
39.19,-55.08,-8.10
44.36,-52.50,5.52
41.62,-58.93,-14.53
28.50,-85.54,-13.54
27.04,-82.16,-20.89
32.12,-67.46,-16.03
19.41,-50.40,-14.32
16.16,-45.21,-12.67
7.67,-40.94,-19.39
-1.50,-19.58,-26.31
-2.82,7.65,-15.15
-0.49,20.96,-10.51
5.36,5.83,-2.27
2.55,1.24,-2.56
-0.49,3.32,1.13
0.29,-0.76,1.09
-0.70,-1.88,0.06
1.65,2.20,-1.34
-1.96,2.55,-3.52
-4.39,-6.86,-10.67
-5.30,-6.99,-2.60
-6.53,-23.86,3.54
-9.66,-50.07,7.19
-10.41,-82.45,7.50
-14.79,-90.59,7.21
-8.68,-70.72,-4.27
-9.91,-59.35,5.96
-8.72,-37.07,7.07
-9.69,-19.70,5.69
-4.74,-6.82,3.94
2.88,14.30,-0.93
3.63,51.78,-17.45
3.98,105.79,-12.88
11.19,95.98,-20.01
10.61,82.38,-29.86
0.19,89.33,-16.53
9.31,45.91,-10.78
16.30,16.01,-16.16
7.21,1.34,-3.85
2.04,4.02,-1.36
3.48,5.03,-2.39
2.02,1.94,-0.00
-0.78,0.62,0.72
0.14,-0.16,0.25
-1.71,-1.38,0.14
1.50,-1.11,-0.10
-1.28,0.17,1.55
-1.19,-2.74,1.59
1.96,1.34,-1.67
0.56,1.36,0.64
2.99,0.12,0.02
1.71,1.03,0.25
-0.10,-0.10,1.44
2.21,0.68,0.51
0.87,-0.02,-0.97
-0.12,2.02,1.36
2.78,-1.30,-0.87
