aX,aY,aZ 
1.83,-1.64,9.11
1.92,-1.61,9.51
2.13,-2.03,9.38
1.76,-1.14,8.98
1.47,-0.55,8.96
1.58,2.17,8.32
-12.67,-2.60,14.48
-7.06,-8.73,16.37
-31.95,0.09,15.76
-12.87,39.24,3.85
-16.28,-27.16,6.13
-23.20,-21.14,12.66
-7.51,-10.35,10.70
-10.34,8.27,14.14
-9.79,35.05,5.01
-10.15,-12.46,1.06
-28.98,-2.40,5.27
-14.04,-10.54,-9.96
-2.26,-10.42,3.80
-1.49,-2.42,1.00
-0.28,6.07,11.94
-1.24,10.74,14.86
-4.27,17.58,-14.63
-12.34,-16.74,7.81
-8.37,-6.69,5.53
-6.94,-9.77,11.25
-5.28,-3.64,1.29
-1.16,14.18,16.46
5.27,-7.06,3.50
-9.14,-12.12,0.92
-11.29,-10.08,-3.55
-15.04,-9.05,3.71
-11.29,-6.22,5.90
3.87,-3.62,-2.24
0.89,5.31,15.87
3.76,-10.14,-3.13
4.06,-11.19,-0.00
3.76,-8.65,9.13
3.55,-4.92,6.71
3.58,-2.85,8.25
5.37,-10.47,18.36
-4.72,6.94,-11.53
10.27,-39.16,39.24
-6.55,6.34,-9.03
-37.13,19.76,20.98
-3.58,-8.94,20.36
-6.04,12.18,-18.39
-3.68,-4.18,33.13
-3.57,1.46,10.34
-0.20,-5.31,6.59
0.22,-6.23,7.51
-9.84,-0.24,1.76
-9.70,-0.16,1.85
-9.80,-0.17,1.76
-9.68,-0.29,1.92
-9.59,-0.12,1.69
-9.86,0.13,1.65
-9.78,0.29,1.45
-9.87,0.39,1.43
-9.90,0.30,1.42
-9.97,0.47,1.45
-9.60,0.26,1.24
-9.87,0.21,1.21
-9.77,0.27,0.90
-9.81,0.48,0.82
-10.01,0.77,0.71
-9.88,0.78,0.50
-10.04,0.96,0.40
-9.92,1.07,0.27
-9.78,1.60,0.30
-9.75,1.46,0.10
-9.84,1.32,0.18
-10.12,1.04,-0.18
-9.98,1.88,-0.08
-9.83,1.50,-0.28
-9.48,1.57,-0.81
-10.00,1.80,0.00
-9.62,2.40,-0.41
-9.46,2.12,-0.43
-9.80,2.02,-0.49
-9.51,2.35,-0.35
-9.61,2.54,-0.63
-9.55,2.63,-0.62
-9.67,2.49,-0.50
-9.67,2.27,-0.52
-9.62,2.20,-0.44
-9.60,2.29,-0.46
-9.76,2.12,-0.47
-9.61,2.34,-0.41
-9.62,2.20,-0.46
-9.65,2.31,-0.40
-9.65,2.27,-0.46
-9.65,2.25,-0.40
-9.62,2.19,-0.45
-9.73,2.13,-0.28
-9.43,2.48,-0.54
-9.88,2.45,-0.44
-9.66,2.22,-0.50
-9.61,2.29,-0.36
-9.62,2.23,-0.44
-9.66,2.17,-0.30
-9.70,2.20,-0.36
-9.70,2.03,-0.33
-9.68,2.04,-0.40
-9.68,2.02,-0.32
-9.67,2.13,-0.33
-9.65,2.07,-0.37
-9.69,2.12,-0.32
-9.77,2.00,-0.40
-9.69,2.12,-0.35
-9.72,2.06,-0.35
-9.60,2.15,-0.41
-9.71,2.18,-0.32
-9.73,2.12,-0.39
-9.67,2.20,-0.29
-9.70,2.10,-0.31
-9.74,2.10,-0.34
-9.72,2.09,-0.33
-9.70,2.07,-0.35
-9.68,2.11,-0.37
-9.75,2.14,-0.34
-9.69,2.04,-0.30
-9.76,2.10,-0.28
-9.73,2.02,-0.39
-9.73,2.08,-0.38
-9.68,1.94,-0.33
-9.68,2.04,-0.34
-9.69,2.07,-0.30
-9.70,2.03,-0.33
-9.72,1.98,-0.36
-9.65,2.00,-0.28
-9.69,1.85,-0.15
-9.81,2.26,-0.43
-9.68,2.05,-0.44
-9.63,2.13,-0.31
-9.79,1.86,-0.43
-9.76,1.95,-0.39
-9.62,1.63,-0.22
-9.54,2.33,-0.54
-9.89,1.79,-0.37
-9.78,1.46,-0.49
-9.78,1.63,-0.49
-9.73,1.80,-0.40
-9.65,1.54,-0.49
-9.74,2.18,-0.43
