gX,gY,gZ 
-0.49,0.41,-0.37
0.10,0.66,-0.02
0.35,1.15,0.04
0.25,0.97,-0.02
-0.82,0.62,-0.68
-0.87,0.12,-0.95
-1.69,0.39,-0.70
0.51,0.66,-0.29
1.20,1.50,0.25
0.45,0.87,-0.33
0.82,0.66,-0.39
-1.94,0.00,-1.07
-0.70,0.47,-0.45
0.84,0.49,-0.25
0.51,0.72,-0.41
-0.27,0.54,-0.49
0.06,0.74,-0.25
0.29,0.80,-0.17
-0.56,0.66,-0.41
-0.47,0.54,-0.54
1.07,1.26,-0.31
0.51,1.32,0.06
-1.11,0.89,-0.43
-0.43,0.84,-0.43
-0.10,0.74,-0.49
0.52,0.78,-0.37
-0.17,0.93,-0.41
0.66,0.95,-0.33
0.29,0.99,-0.87
0.52,0.41,-0.89
-3.75,0.70,-0.91
0.04,1.05,-0.51
-0.68,1.26,-0.12
1.22,0.31,-1.09
0.76,0.76,0.19
0.02,0.35,-0.45
0.54,1.19,0.47
-1.46,0.93,-0.52
2.47,0.37,-0.00
0.37,-0.10,-0.25
2.10,1.15,-0.10
0.91,0.49,-0.19
-0.58,0.95,-0.31
2.08,0.62,-0.31
1.28,0.31,-0.51
0.49,0.12,-0.70
1.59,0.89,-0.25
0.72,0.78,-0.21
0.64,0.56,-0.29
0.27,0.60,-0.35
-0.10,0.47,-0.39
0.04,0.49,-0.47
-0.14,0.58,-0.52
0.35,0.56,-0.39
0.33,0.58,-0.19
0.51,0.54,-0.47
0.14,0.60,-0.54
-0.47,0.43,-0.54
1.11,0.56,-0.52
0.17,0.62,-0.35
0.04,0.52,-0.37
0.04,0.43,-0.45
-0.37,0.49,-0.49
0.49,0.52,-0.35
0.29,0.35,-0.47
0.47,0.66,-0.35
0.31,0.70,-0.41
0.51,0.47,-0.60
0.27,0.54,-0.49
0.70,0.35,-0.64
-0.06,0.43,-0.51
0.43,0.35,-0.47
0.16,0.37,-0.51
0.35,0.29,-0.51
0.35,0.54,-0.35
0.19,0.49,-0.47
0.37,0.39,-0.49
0.39,0.45,-0.39
0.58,0.47,-0.41
0.27,0.49,-0.43
-0.14,0.31,-0.54
0.37,0.47,-0.52
0.02,0.47,-0.54
0.06,0.60,-0.39
0.02,0.51,-0.39
0.14,0.47,-0.47
0.19,0.37,-0.47
0.95,0.72,-0.43
-0.08,0.33,-0.54
0.23,0.58,-0.43
-0.17,0.58,-0.43
-0.06,0.52,-0.54
0.43,0.54,-0.41
0.47,0.47,-0.45
0.06,0.51,-0.45
0.64,0.49,-0.47
-0.19,0.27,-0.56
0.00,0.66,-0.39
0.16,0.49,-0.37
0.08,0.47,-0.39
0.43,0.45,-0.35
0.33,0.35,-0.45
0.43,0.39,-0.56
0.76,0.35,-0.58
0.78,0.35,-0.49
0.33,0.37,-0.54
0.21,0.49,-0.45
0.23,0.56,-0.43
-0.02,0.33,-0.54
0.31,0.35,-0.56
0.04,0.54,-0.51
0.14,0.49,-0.43
0.10,0.39,-0.58
0.17,0.49,-0.45
0.25,0.41,-0.51
0.60,0.54,-0.39
0.02,0.31,-0.60
-0.10,0.45,-0.60
0.31,0.49,-0.54
0.29,0.66,-0.21
0.16,0.54,-0.35
-0.16,0.58,-0.27
-0.12,0.39,-0.45
0.41,0.72,-0.51
0.10,0.49,-0.39
0.16,0.27,-0.56
0.33,0.52,-0.45
0.54,0.33,-0.49
0.25,0.58,-0.35
0.04,0.45,-0.51
0.16,0.54,-0.51
-0.12,0.60,-0.41
-0.43,0.47,-0.51
0.45,0.56,-0.17
0.29,0.51,-0.52
0.16,0.41,-0.47
0.62,0.45,-0.62
0.21,0.29,-0.51
-0.31,0.43,-0.58
0.16,0.51,-0.39
1.01,0.58,-0.41
-0.16,0.29,-0.54
0.33,0.54,-0.51
0.16,0.47,-0.54
0.31,0.51,-0.45
0.60,0.51,-0.45
0.25,0.49,-0.43
0.17,0.58,-0.47
0.06,0.49,-0.45
0.37,0.58,-0.52
-0.10,0.39,-0.45
0.06,0.47,-0.52
0.02,0.52,-0.43
0.52,0.54,-0.39
0.29,0.49,-0.49
-0.17,0.49,-0.27
0.66,0.62,-0.82
1.28,0.39,-0.85
0.66,0.39,-0.85
0.82,0.43,-0.89
-0.23,0.27,-0.47
-0.35,0.45,-0.10
-0.04,0.64,-0.43
1.11,0.64,-0.41
0.27,0.60,-0.29
-0.10,1.01,-0.12
0.64,0.66,-0.52
0.35,0.64,-0.54
0.06,0.68,-0.52
0.19,0.27,-0.56
-0.39,0.58,-0.35
0.17,0.23,-0.49
-0.29,0.27,-0.49
0.00,0.27,-0.56
0.29,0.41,-0.60
-0.23,0.37,-0.39
0.21,0.45,-0.41
0.00,0.47,-0.45
0.54,0.27,-0.47
0.51,0.35,-0.49
0.41,0.14,-0.62
0.68,0.52,-0.45
0.25,0.35,-0.39
-0.14,0.78,-0.33
0.47,0.70,-0.35
0.37,0.78,-0.16
0.64,0.64,-0.19
0.23,0.74,-0.21
0.12,0.52,-0.45
0.02,0.23,-0.58
0.68,0.21,-0.64
0.51,0.29,-0.62
0.06,0.52,-0.51
0.43,0.78,-0.23
-0.23,0.52,-0.33
0.52,0.54,-0.43
-1.01,0.41,-0.52
0.60,0.33,-0.47
0.10,0.29,-0.51
0.29,0.39,-0.47
0.17,0.10,-0.54
-0.04,0.16,-0.66
0.23,0.52,-0.47
0.31,0.62,-0.37
0.43,0.64,-0.49
-0.10,0.49,-0.49
0.29,0.68,-0.37
-0.10,0.33,-0.47
-0.06,0.35,-0.64
0.17,0.41,-0.51
0.35,0.37,-0.51
0.06,0.47,-0.49
0.04,0.41,-0.45
0.37,0.47,-0.43
0.41,0.45,-0.52
0.17,0.37,-0.54
0.27,0.49,-0.56
0.74,0.49,-0.49
0.33,0.66,-0.45
0.16,0.45,-0.47
-0.04,0.60,-0.37
0.51,0.41,-0.43
0.14,0.56,-0.39
-0.29,0.52,-0.39
-0.33,0.49,-0.49
0.12,0.49,-0.76
-0.52,0.52,-0.33
-0.19,0.66,-0.19
-0.52,0.29,-0.58
-0.27,0.58,-0.12
-1.17,0.23,-0.43
-1.07,0.62,-0.56
0.29,0.51,-0.68
0.56,0.12,-0.84
1.15,0.70,-0.80
-0.10,0.35,-0.95
-0.54,0.43,-0.10
-0.23,0.41,-0.51
0.17,0.21,-0.62
0.68,0.29,-0.51
-0.06,0.51,-0.54
0.10,0.64,-0.33
-0.35,0.66,-0.27
-0.17,0.60,-0.37
0.00,0.56,-0.72
-0.25,0.51,-0.27
-0.82,0.43,-0.49
0.29,0.43,-0.70
-0.41,0.66,-0.27
0.82,0.39,-0.31
-0.31,0.70,-0.37
0.08,0.78,-0.33
0.08,0.33,-0.27
0.43,0.54,-0.25
0.14,0.62,-0.62
0.10,0.39,-0.60
0.74,0.21,-0.54
0.58,0.49,-0.33
0.00,0.41,-0.35
0.72,0.60,-0.43
0.12,0.45,-0.56
-0.12,0.62,-0.31
0.51,0.31,-0.54
0.04,0.41,-0.52
0.10,0.45,-0.54
0.52,0.47,-0.62
0.99,0.51,-0.45
-0.17,0.39,-0.52
-0.43,0.66,-0.31
-0.27,0.62,-0.39
-0.29,0.62,-0.43
0.06,0.56,-0.29
0.76,0.60,-0.25
0.12,0.51,-0.49
0.21,0.43,-0.51
0.35,0.39,-0.45
0.21,0.52,-0.51
0.43,0.52,-0.47
0.76,0.58,-0.52
0.95,0.45,-0.47
0.19,0.35,-0.54
0.12,0.49,-0.45
0.19,0.52,-0.45
0.21,0.49,-0.45
0.68,0.41,-0.37
0.47,0.33,-0.58
0.19,0.35,-0.52
-0.10,0.45,-0.58
0.56,0.41,-0.49
0.56,0.45,-0.45
-0.31,0.58,-0.49
0.14,0.43,-0.52
0.43,0.43,-0.62
0.31,0.49,-0.41
0.35,0.51,-0.51
0.37,0.49,-0.49
0.17,0.49,-0.47
0.00,0.49,-0.39
0.35,0.54,-0.37
-0.21,0.45,-0.45
-0.23,0.60,-0.45
0.06,0.49,-0.45
0.21,0.43,-0.51
0.25,0.51,-0.41
0.39,0.58,-0.47
-0.35,0.39,-0.51
0.10,0.51,-0.51
0.64,0.39,-0.39
0.35,0.43,-0.49
0.31,0.35,-0.47
0.06,0.35,-0.54
0.39,0.41,-0.54
0.49,0.31,-0.54
-0.10,0.43,-0.49
0.23,0.49,-0.51
-0.12,0.43,-0.51
0.14,0.45,-0.51
-0.08,0.49,-0.47
0.19,0.58,-0.41
-0.04,0.47,-0.43
0.33,0.45,-0.51
0.23,0.51,-0.43
0.27,0.54,-0.41
-0.19,0.31,-0.56
0.60,0.43,-0.43
-0.02,0.54,-0.39
0.52,0.39,-0.43
-0.45,0.45,-0.45
0.25,0.47,-0.51
0.39,0.39,-0.54
0.19,0.43,-0.54
0.10,0.45,-0.51
0.16,0.47,-0.51
0.23,0.39,-0.45
0.29,0.45,-0.47
0.16,0.47,-0.49
-0.64,0.39,-0.47
0.72,0.52,-0.35
0.23,0.49,-0.43
0.23,0.39,-0.52
0.33,0.37,-0.54
0.35,0.45,-0.52
0.19,0.49,-0.47
0.06,0.29,-0.47
0.85,0.33,-0.60
-0.39,0.60,-0.51
-0.21,0.58,-0.41
-0.10,0.49,-0.47
0.19,0.49,-0.47
0.21,0.39,-0.51
0.56,0.54,-0.41
0.06,0.39,-0.43
0.04,0.45,-0.47
0.51,0.41,-0.41
0.35,0.47,-0.51
0.41,0.51,-0.51
0.14,0.49,-0.49
0.76,0.47,-0.58
0.27,0.52,-0.45
0.66,0.14,-0.41
0.23,0.33,-0.19
-2.66,1.11,-0.54
-3.42,0.70,-0.74
-2.18,0.31,-0.78
-3.44,-0.78,-1.07
-2.16,-0.47,-0.93
4.02,0.85,-0.35
7.62,2.10,-1.52
19.60,1.22,0.93
11.72,1.85,-0.10
-7.93,3.71,-1.44
-8.33,0.68,-2.84
-4.06,-1.32,-0.91
-3.38,1.88,-1.09
0.84,2.33,-1.28
-7.32,1.53,-0.21
-11.72,-0.12,1.57
-1.57,2.25,2.12
-0.19,2.35,2.35
1.77,4.18,1.98
-20.38,6.66,-3.59
-12.84,11.60,-13.43
-16.98,17.72,-15.15
-5.81,21.33,-12.22
7.60,19.21,-10.12
3.48,16.71,-8.14
4.49,17.47,-7.60
9.38,16.69,-8.04
11.58,13.83,-11.07
11.85,10.53,-12.94
4.29,10.36,-13.76
3.11,-0.93,-8.00
1.63,-3.54,-4.66
-1.42,-2.04,-1.77
4.72,-0.41,4.76
1.42,2.60,2.39
-1.03,2.16,1.19
-1.34,1.22,0.87
-3.24,0.52,0.37
-6.00,-0.56,0.51
-4.64,-2.20,1.17
-8.82,-2.80,-3.01
-5.54,-4.90,-3.87
-3.56,-2.97,0.62
-6.29,-3.05,-1.94
5.73,-2.68,-0.91
2.56,0.51,-0.64
0.91,0.62,-0.45
0.37,0.12,0.10
0.16,2.23,-0.85
-1.69,1.88,1.24
-0.64,1.46,0.56
-0.56,1.90,0.39
-0.19,0.58,1.09
0.37,1.17,-0.08
-1.79,0.56,-1.42
-1.59,0.54,-0.66
-1.98,0.76,-0.99
0.51,0.70,-0.29
-0.89,0.31,-0.80
0.51,0.29,-0.66
-0.33,0.54,-0.82
0.14,0.51,-0.87
0.91,0.64,-0.45
0.45,0.82,-0.58
-0.10,0.84,0.14
0.76,0.29,-0.87
0.82,0.58,-0.19
-0.16,0.97,-0.02
-1.05,0.16,-0.39
-1.94,0.25,-0.74
-0.62,-0.97,-1.46
-1.36,1.15,-0.82
-0.51,0.43,-0.62
1.83,-0.35,-0.64
-0.52,0.19,-0.47
0.58,0.95,0.12
-1.20,0.41,-0.89
-0.10,-1.79,-0.78
1.92,-3.50,0.62
5.21,-9.15,3.30
4.49,-12.05,5.28
5.01,-14.82,7.56
3.71,-17.56,8.41
2.78,-19.04,10.74
2.06,-16.79,9.40
6.29,-17.52,11.89
8.94,-18.48,9.91
-3.52,-14.34,11.99
18.17,-13.95,10.84
-4.35,-12.16,11.44
14.96,6.78,0.72
11.40,6.24,2.72
-2.18,2.20,1.79
4.68,-0.37,0.41
-0.06,-0.45,-2.14
-3.81,0.17,-2.89
-3.15,-0.06,-2.06
-1.96,1.94,-0.19
0.74,3.81,-0.89
12.98,1.46,-1.36
24.81,3.42,-0.35
7.73,3.87,2.89
-7.54,3.91,-2.10
-17.78,5.34,-2.43
-4.47,-1.42,0.82
-7.48,-1.19,2.29
-9.48,2.91,-1.22
-14.55,2.82,-2.55
6.29,1.81,2.21
-10.43,0.99,0.47
-31.71,4.72,-6.28
6.28,9.13,-9.44
4.31,14.92,-11.04
2.53,16.38,-13.21
1.09,17.10,-12.26
1.32,15.39,-10.01
3.87,13.60,-9.62
8.78,14.88,-10.57
-2.99,16.59,-12.49
3.63,15.56,-11.37
5.56,11.29,-11.09
10.57,6.66,-9.31
8.70,3.56,-8.55
0.64,0.76,-4.39
-2.62,1.98,-1.13
-4.14,2.21,-0.95
-3.28,1.75,-1.38
-2.35,0.00,-0.21
-14.98,-1.71,-0.64
-1.09,-4.02,-0.51
1.20,-5.87,-2.74
-6.16,-5.98,-1.38
-1.83,-4.02,-0.45
1.55,-3.85,-1.44
2.76,-2.33,1.32
0.08,-0.45,0.37
-1.65,0.80,0.08
-2.08,-0.23,-0.51
0.51,-2.04,-0.97
1.17,2.49,-1.77
0.33,2.60,-0.58
0.64,0.84,0.97
0.85,1.75,-0.43
0.97,0.70,-0.39
-1.09,0.35,-0.12
-0.41,0.72,-0.29
1.69,0.84,0.27
0.45,-0.14,-0.21
0.82,0.56,-0.12
0.85,0.97,-0.47
0.21,0.51,-0.43
1.61,0.84,-0.10
0.74,0.25,-0.43
0.39,0.31,-0.31
0.00,0.39,-0.37
-0.12,0.85,-0.62
0.45,0.58,-0.70
0.16,0.17,-0.12
0.31,0.70,-0.19
0.00,1.15,-0.21
-0.41,1.09,-0.25
0.23,0.43,-0.66
1.05,0.08,-0.21
0.04,0.43,-0.78
-0.25,0.74,-0.47
-0.10,0.68,-0.95
1.59,0.31,-0.58
1.52,0.08,0.04
0.41,0.47,-0.64
-5.21,1.55,0.37
-0.84,2.10,-0.39
-0.33,-0.29,-0.64
-1.50,0.72,0.37
19.27,2.23,2.06
-0.10,1.57,0.47
-1.57,1.63,0.49
-1.15,1.69,0.10
-1.15,0.39,-0.27
-1.05,-0.12,-0.21
-2.02,0.14,-0.62
-2.51,0.02,0.43
0.06,-4.37,3.36
0.51,-11.35,4.70
-5.54,-15.21,6.35
-2.43,-22.67,7.58
-6.99,-26.46,8.67
3.21,-30.89,7.99
