aX,aY,aZ 
-9.39,-0.04,1.47
-9.45,0.04,1.42
-9.26,0.40,1.34
-9.32,0.20,1.42
-9.39,0.40,1.22
-9.53,0.53,1.06
-9.53,0.48,1.10
-9.25,0.97,0.81
-9.52,1.02,0.76
-9.59,1.00,0.81
-9.48,1.00,0.70
-9.58,1.36,0.69
-9.59,1.40,0.43
-9.43,1.24,0.44
-9.73,1.31,0.43
-9.56,1.33,0.27
-9.60,1.40,0.23
-9.48,1.51,0.32
-9.56,1.47,0.27
-9.46,1.57,0.22
-9.56,1.49,0.27
-9.54,1.58,0.28
-9.51,1.81,0.12
-9.44,1.46,0.18
-9.43,1.66,0.20
-9.43,1.62,0.23
-9.48,1.58,0.31
-9.46,1.64,0.31
-9.49,1.60,0.28
-9.45,1.67,0.27
-9.50,1.60,0.28
-9.42,1.60,0.22
-9.51,1.49,0.32
-9.52,1.57,0.29
-9.52,1.70,0.24
-9.49,1.78,0.27
-9.55,1.65,0.24
-9.42,1.61,0.25
-9.48,1.69,0.24
-9.50,1.73,0.21
-9.45,1.53,0.30
-9.59,2.01,0.14
-9.45,1.87,0.10
-9.45,1.91,0.25
-9.50,1.87,0.15
-9.44,1.92,0.11
-9.45,1.69,0.11
-9.40,1.85,0.12
-9.55,1.97,0.14
-9.42,1.86,0.09
-9.43,1.81,0.11
-9.49,1.93,0.15
-9.44,1.86,0.19
-9.44,1.95,0.20
-9.43,2.04,0.12
-9.47,1.94,0.15
-9.53,1.79,0.02
-9.49,1.76,0.12
-9.53,1.84,0.19
-9.44,1.78,0.23
-9.46,1.83,0.20
-9.48,1.81,0.23
-9.48,1.88,0.11
-9.43,1.89,0.16
-9.44,2.01,0.18
-9.38,1.92,0.21
-9.46,1.98,-0.00
-9.42,1.82,0.16
-9.46,1.87,0.15
-9.46,1.97,0.17
-9.47,1.97,0.18
-9.39,1.82,0.18
-9.52,1.92,0.17
-9.43,1.75,0.19
-9.49,1.83,0.24
-9.45,1.83,0.17
-9.47,1.89,0.19
-9.46,1.86,0.20
-9.44,1.90,0.19
-9.50,2.01,0.20
-9.42,1.78,0.18
-9.46,1.90,0.24
-9.47,1.94,0.30
-9.42,1.92,0.12
-9.53,1.97,0.20
-9.40,2.12,0.17
-9.46,1.95,0.15
-9.42,1.95,0.24
-9.37,1.96,0.18
-9.41,2.03,0.20
-9.45,1.92,0.29
-9.48,1.90,0.22
-9.46,1.92,0.20
-9.47,1.91,0.24
-9.38,1.88,0.29
-9.48,1.90,0.19
-9.49,1.90,0.23
-9.45,2.04,0.14
-9.39,1.96,0.24
-9.48,2.01,0.10
-9.51,2.03,0.19
-9.42,1.93,0.19
-9.48,1.89,0.18
-9.47,1.99,0.22
-9.53,1.90,0.23
-9.48,1.68,0.18
-9.65,1.89,0.12
-9.48,1.68,0.19
-9.49,2.05,0.20
-9.43,1.80,0.24
-9.59,2.10,0.20
-9.43,1.99,0.16
-9.38,1.89,0.17
-9.47,1.91,0.16
-9.47,2.04,0.24
-9.51,1.92,0.30
-9.44,1.88,0.28
-9.49,1.99,0.23
-9.46,1.92,0.26
-9.48,1.98,0.25
-9.44,1.86,0.23
-9.42,1.98,0.11
-9.50,1.91,0.27
-9.42,1.98,0.19
-9.44,1.94,0.28
-9.46,1.98,0.12
-9.47,1.85,0.30
-9.46,1.99,0.12
-9.47,1.89,0.30
-9.44,1.95,0.15
-9.46,1.94,0.15
-9.44,1.88,0.23
-9.43,1.91,0.25
-9.46,2.03,0.12
-9.40,1.85,0.25
-9.41,1.78,0.24
-9.49,1.88,0.16
-9.44,1.81,0.18
-9.47,1.73,0.25
-9.47,1.86,0.19
-9.44,1.82,0.22
-9.48,1.78,0.28
-9.45,1.85,0.15
-9.49,1.94,0.24
-9.49,1.85,0.21
-9.51,1.86,0.26
-9.48,1.92,0.21
-9.46,1.94,0.21
-9.48,1.97,0.20
-9.55,1.99,0.21
-9.34,1.83,0.05
-9.43,1.98,0.25
-9.47,1.96,0.14
-9.29,1.88,0.40
-9.39,2.20,0.30
-9.40,1.99,0.36
-9.62,1.81,0.27
-9.48,1.98,0.20
-9.43,1.84,0.30
-9.55,1.96,0.14
-9.39,1.69,0.21
-9.52,1.85,0.21
-9.32,2.13,0.16
-9.68,1.97,-0.12
-9.61,2.45,0.00
-9.44,2.04,0.08
-9.55,2.35,-0.07
-9.50,2.04,-0.04
-9.42,1.83,0.10
-9.38,2.29,-0.03
-9.46,2.05,0.06
-9.35,2.21,-0.03
-9.40,2.02,-0.08
-9.35,2.10,-0.01
-9.53,2.39,-0.15
-9.55,1.89,0.16
-9.68,2.09,-0.22
-9.46,1.89,-0.13
-9.40,2.34,-0.01
-9.40,1.99,0.18
-9.41,2.23,-0.00
-9.40,2.16,-0.00
-9.41,2.13,0.04
-9.43,2.05,0.03
-9.38,1.66,-0.07
-9.62,2.13,0.10
-9.39,1.89,0.18
-9.38,2.06,0.01
-9.48,2.02,0.17
-9.47,1.86,0.20
-9.39,1.86,0.21
-9.42,2.10,0.14
-9.47,1.88,0.16
-9.52,1.63,0.21
-9.48,1.87,0.29
-9.51,2.06,0.08
-9.52,1.61,0.25
-9.44,1.82,0.33
-9.49,1.79,0.13
-9.43,2.07,0.41
-9.42,1.80,0.17
-9.42,1.92,0.16
-9.59,1.80,0.15
-9.51,1.78,0.17
-9.51,1.85,0.08
-9.44,1.87,0.04
-9.51,1.89,0.27
-9.59,1.95,0.22
-9.33,1.88,0.15
-9.37,1.93,0.19
-9.57,2.04,0.16
-9.48,1.83,0.26
-9.49,1.91,0.20
-9.53,1.86,0.23
-9.38,1.83,0.17
-9.52,1.92,0.06
-9.51,1.79,0.22
-9.36,1.73,0.26
-9.44,2.22,0.28
-9.41,1.81,0.05
-9.47,1.69,0.14
-9.43,1.87,0.04
-9.38,1.60,0.24
-9.42,2.15,0.21
-9.30,1.79,0.16
-9.41,1.81,0.21
-9.45,1.81,0.23
-9.46,1.75,0.21
-9.49,2.02,0.15
-9.42,1.83,0.20
-9.47,1.87,0.10
-9.48,1.81,0.08
-9.46,1.65,0.12
-9.51,1.95,0.17
-9.40,1.82,0.19
-9.43,1.76,0.04
-9.52,1.97,0.11
-9.48,1.82,0.16
-9.48,1.78,0.12
-9.38,1.89,0.22
-9.47,1.80,0.22
-9.53,1.84,0.19
-9.52,1.70,0.21
-9.50,1.84,0.11
-9.50,1.83,0.14
-9.58,1.78,0.22
-9.32,1.57,0.12
-9.40,1.89,0.20
-9.54,1.97,0.17
-9.60,1.63,0.22
-9.51,1.96,0.12
-9.44,1.85,0.16
-9.44,1.74,0.15
-9.61,1.72,0.20
-9.44,1.82,0.13
-9.47,1.69,0.17
-9.49,1.94,0.22
-9.49,1.92,0.18
-9.46,1.95,0.16
-9.51,1.74,0.15
-9.46,1.85,0.13
-9.44,1.82,0.11
-9.49,1.94,0.07
-9.51,1.79,0.12
-9.48,1.85,0.11
-9.51,1.78,0.28
-9.46,1.91,0.05
-9.33,1.89,0.22
-9.46,1.78,0.17
-9.56,1.77,0.14
-9.48,1.79,0.18
-9.48,1.83,0.23
-9.47,1.92,0.03
-9.43,1.91,0.20
-9.53,1.81,0.17
-9.56,1.81,0.14
-9.50,1.75,0.24
-9.51,1.82,0.14
-9.45,1.78,0.23
-9.45,1.74,0.20
-9.50,1.87,0.03
-9.45,1.68,0.18
-9.48,1.89,0.12
-9.49,1.78,0.15
-9.45,1.77,0.14
-9.46,1.85,0.10
-9.48,1.75,0.15
-9.45,1.71,0.17
-9.51,1.89,0.15
-9.48,1.76,0.13
-9.51,1.70,0.12
-9.47,1.70,0.10
-9.48,1.73,0.06
-9.48,1.68,0.13
-9.47,1.66,0.23
-9.52,1.84,0.09
-9.44,1.64,0.28
-9.45,1.74,0.16
-9.49,1.63,0.17
-9.45,1.67,0.23
-9.46,1.81,0.16
-9.43,1.70,0.20
-9.47,1.74,0.11
-9.46,1.65,0.20
-9.49,1.73,0.20
-9.53,1.79,0.17
-9.51,1.58,0.20
-9.54,1.75,0.10
-9.42,1.79,0.08
-9.48,1.78,0.14
-9.53,1.81,0.16
-9.45,1.73,0.15
-9.51,1.86,0.10
