gX,gY,gZ 
-0.78,0.41,-0.45
-1.24,0.66,-0.21
-0.56,-0.21,0.52
0.62,-0.39,0.68
0.56,-1.42,1.50
-0.25,-1.50,2.20
-0.91,-0.85,1.81
-0.64,-1.20,1.65
0.37,-1.13,1.13
0.31,-0.45,-0.25
-1.77,-0.37,0.39
1.46,-0.35,-0.04
3.05,-1.07,0.54
3.28,-1.13,1.07
2.18,-0.04,0.51
0.02,0.10,0.62
-0.27,0.10,-0.02
-0.10,0.43,-0.08
0.51,0.54,-0.14
0.06,0.31,-0.04
0.02,0.62,-0.31
0.43,0.51,-0.49
0.66,0.54,-0.64
-0.43,0.37,-0.41
1.28,0.39,-0.08
-0.21,0.41,-0.41
-0.43,0.54,-0.31
-0.16,0.39,-0.45
0.51,0.47,-0.52
0.06,0.60,-0.60
0.74,0.43,-0.43
0.74,0.45,-0.47
-0.25,0.54,-0.49
-0.04,0.33,-0.29
-0.16,0.37,-0.31
-0.04,0.37,-0.31
0.84,0.45,-0.14
0.27,0.19,0.04
0.19,0.23,0.02
-0.16,0.16,-0.08
-2.08,0.72,0.19
0.12,0.19,-0.27
0.99,0.10,-0.27
0.78,0.17,-0.37
0.85,0.33,-0.56
0.37,0.31,-0.54
-1.17,0.23,-0.08
0.45,0.58,-0.52
0.06,0.66,-0.10
0.45,0.54,-0.35
0.21,0.47,-0.31
-0.08,0.56,-0.43
-0.02,0.49,-0.47
-0.08,0.56,-0.52
0.06,0.56,-0.45
0.49,0.58,-0.49
0.02,0.41,-0.41
-0.19,0.60,-0.66
1.19,0.49,-0.49
-0.02,0.64,-0.64
0.02,0.51,-0.37
-0.16,0.51,-0.25
-0.19,0.39,-0.25
-0.39,0.56,-0.39
0.45,0.49,-0.45
-0.31,0.51,-0.54
0.58,0.23,-0.41
-0.82,0.62,-0.41
0.58,0.58,-0.39
0.54,0.58,-0.64
0.49,0.58,-0.82
-0.08,0.56,-0.74
0.70,0.58,-0.51
0.12,0.51,-0.35
0.39,0.47,-0.31
0.06,0.41,-0.37
0.31,0.58,-0.58
0.06,0.47,-0.58
0.64,0.58,-0.41
0.49,0.41,-0.14
-0.33,0.35,-0.19
-0.25,0.56,-0.39
0.08,0.41,-0.41
-0.27,0.41,-0.35
0.51,0.39,-0.56
1.50,0.64,-0.31
0.04,0.54,-0.64
1.11,0.56,-0.66
0.66,0.45,-0.64
0.56,0.37,-0.39
-0.33,0.45,-0.37
0.39,0.58,-0.56
0.37,0.35,-0.49
-0.02,0.52,-0.60
0.49,0.43,-0.52
0.78,0.49,-0.35
-0.04,0.27,-0.16
0.31,0.54,-0.49
0.27,0.62,-0.58
0.70,0.58,-0.54
0.64,0.37,-0.68
0.31,0.64,-0.70
0.39,0.49,-0.33
0.58,0.45,-0.56
0.08,0.58,-0.62
0.39,0.41,-0.35
1.07,0.35,-0.19
-1.05,0.21,-0.04
-0.64,0.66,-0.31
-1.94,0.80,-0.12
1.01,0.39,-0.23
-0.23,0.64,-0.64
0.00,0.47,-0.66
0.12,0.52,-0.54
0.29,0.52,-0.60
1.22,0.33,-0.58
-0.06,0.31,-0.78
0.21,0.41,-0.49
0.21,0.52,-0.45
0.56,0.19,-0.37
-0.31,0.51,-0.39
-0.06,0.64,-0.41
-0.25,0.52,-0.68
1.05,0.12,-0.31
-0.19,0.43,-0.47
-0.16,0.47,-0.39
0.16,0.45,-0.39
0.02,0.47,-0.43
0.49,0.49,-0.62
0.16,0.60,-0.62
0.27,0.39,-0.51
-0.17,0.43,-0.41
0.19,0.41,-0.54
-0.29,0.56,-0.51
0.21,0.31,-0.66
0.66,0.60,-0.80
0.31,0.54,-0.52
0.17,0.51,-0.56
-0.21,0.52,-0.58
0.21,0.56,-0.54
0.19,0.58,-0.52
-0.31,0.31,-0.41
0.33,0.47,-0.43
0.23,0.25,-0.21
-0.02,0.45,-0.41
0.17,0.27,-0.35
0.43,0.39,-0.43
0.29,0.35,-0.35
0.21,0.54,-0.43
1.15,0.12,-0.21
1.48,0.21,-0.39
-0.85,0.56,-0.37
-1.42,0.95,-0.37
-0.51,0.72,-0.35
1.26,0.84,-0.27
0.04,0.70,-0.45
-1.26,0.45,-0.76
0.52,0.47,-0.56
-0.66,-0.04,-0.23
-0.02,0.14,-0.99
-0.76,0.23,0.08
-1.28,0.74,-0.74
0.89,-0.66,0.37
-0.17,-0.76,0.45
2.33,0.10,-0.76
-0.08,0.35,-0.02
2.21,0.33,-0.19
-0.21,0.85,-0.52
-1.28,0.43,-0.60
1.28,0.41,-0.62
0.37,0.68,-0.84
0.27,0.35,-0.19
1.73,-0.14,0.10
1.63,0.78,-1.11
0.27,0.72,-1.09
-1.87,0.60,-1.19
2.89,-0.25,0.51
-3.23,1.44,-0.49
2.20,-0.08,0.17
0.04,0.21,-0.43
0.04,0.97,-0.70
1.34,0.23,-0.70
1.81,1.11,-1.03
1.46,0.66,-1.48
-0.25,0.62,-1.03
-1.34,0.70,-0.87
-1.17,0.21,-0.80
-0.25,1.07,-1.03
0.31,0.39,-0.78
0.04,0.52,-0.43
0.51,0.56,-0.70
1.55,0.41,-0.70
0.89,0.62,-0.62
-2.49,1.30,-0.72
-0.29,0.72,-0.74
0.76,0.49,-0.17
-0.43,0.70,-0.52
-0.21,0.51,-0.56
0.17,-0.25,0.33
-0.33,0.51,-0.85
1.15,0.17,-0.25
0.87,0.54,-0.76
-0.12,0.58,-0.45
-1.85,0.35,-0.17
0.39,0.91,-0.41
-0.87,0.29,-0.19
0.29,0.25,-0.31
0.74,0.64,-0.33
1.40,0.66,-0.25
0.52,0.62,-0.41
1.19,0.35,-0.39
-0.85,0.47,-0.51
-0.47,0.47,-0.27
-0.58,0.35,-0.60
-1.11,0.56,-0.66
1.11,0.41,-0.87
-0.33,0.68,-0.62
-0.12,0.41,-0.10
-0.74,0.39,-0.68
0.54,0.29,-0.19
-0.45,0.62,-0.91
0.66,0.19,-0.33
-1.44,0.89,-0.74
2.35,0.85,-0.76
0.21,0.29,-0.89
-0.23,0.19,-0.74
1.11,0.25,-0.47
-0.08,0.45,-0.29
0.64,0.43,-0.47
-0.25,0.29,-0.45
-0.52,0.56,-0.37
-0.12,0.23,-0.37
-0.06,0.31,-0.35
0.17,0.41,-0.43
-0.37,0.66,-0.58
0.27,0.39,-0.45
0.43,0.52,-0.52
0.91,0.33,-0.78
0.23,0.82,-0.56
0.80,0.37,-0.43
0.52,0.31,-0.33
0.56,0.74,-0.78
0.23,0.37,-0.33
-0.21,0.37,-0.47
0.45,0.37,-0.47
0.35,0.41,-0.33
-0.89,0.52,-0.52
-0.41,0.31,-0.62
0.85,0.51,-0.68
-0.14,0.47,-0.39
0.91,0.51,-0.51
0.91,0.45,-0.70
0.39,0.31,-0.31
0.70,0.43,-0.49
0.39,0.33,-0.16
-0.64,0.29,-0.16
-0.06,0.31,-0.12
0.39,0.49,-0.35
0.49,0.43,-0.51
0.02,0.43,-0.37
0.29,0.51,-0.51
-0.58,0.56,-0.47
0.21,0.37,-0.51
-0.58,0.41,-0.45
-0.06,0.62,-0.76
-0.02,0.49,-0.60
-0.49,0.60,-0.21
0.31,0.60,-0.52
0.85,0.25,-0.29
0.70,0.41,-0.52
0.06,0.39,-0.43
0.12,0.39,-0.66
0.41,0.49,-0.43
0.12,0.54,-0.54
0.23,0.49,-0.70
0.41,0.49,-0.62
0.10,0.47,-0.56
0.25,0.47,-0.52
0.02,0.47,-0.51
0.35,0.37,-0.35
0.06,0.33,-0.45
0.06,0.27,-0.51
0.35,0.35,-0.51
-0.39,0.54,-0.45
0.02,0.35,-0.49
0.58,0.43,-0.49
-0.10,0.45,-0.39
0.31,0.62,-0.52
0.02,0.60,-0.56
0.33,0.39,-0.52
-0.29,0.31,-0.49
0.47,0.45,-0.60
0.33,0.54,-0.70
0.16,0.41,-0.49
-0.06,0.58,-0.51
0.95,0.51,-0.47
-0.02,0.39,-0.43
0.31,0.51,-0.52
-0.19,0.31,-0.47
-0.31,0.43,-0.43
0.64,0.47,-0.58
-0.16,0.47,-0.62
0.64,0.51,-0.47
-0.80,0.51,-0.35
0.41,0.56,-0.51
0.12,0.45,-0.45
-0.41,0.29,-0.35
-0.43,0.51,-0.35
0.41,0.47,-0.39
0.06,0.54,-0.29
0.23,0.70,-0.58
0.56,0.39,-0.56
0.21,0.45,-0.58
0.19,0.04,-0.19
0.91,0.06,-0.43
-1.96,0.72,-0.37
-2.74,0.12,-1.05
-1.48,0.08,-0.62
-2.45,0.25,-0.54
-3.24,0.51,0.66
0.66,1.83,-0.80
1.13,-0.08,0.27
3.85,0.35,-0.97
-0.06,0.29,-0.19
1.67,0.47,-1.11
2.33,0.23,-0.58
2.12,0.12,-0.37
29.96,-1.48,-0.45
8.51,-0.37,-0.37
4.04,0.64,-0.02
0.43,-0.14,0.85
-4.68,1.13,2.31
1.61,2.12,1.55
-4.29,1.40,2.45
-7.03,1.32,0.74
-1.36,2.37,-2.23
-3.38,1.65,-0.37
2.23,0.37,0.87
7.97,-0.97,1.34
-2.49,0.27,1.59
-2.78,1.81,0.51
-4.37,3.94,0.08
-1.42,3.63,-0.10
-7.99,8.20,1.90
-2.27,12.51,5.85
-12.92,15.78,11.62
-9.38,12.98,14.53
-13.54,12.38,16.59
-1.48,11.54,16.65
-0.14,8.00,17.19
-0.06,6.68,17.14
0.97,6.10,18.26
7.89,7.21,15.50
7.23,7.15,12.26
7.83,7.34,8.53
-0.76,4.62,2.21
5.11,1.57,1.13
0.93,2.10,-0.02
-0.84,3.28,0.23
-1.24,3.09,0.35
-2.70,2.89,-1.36
-7.27,4.12,-5.15
3.01,3.87,-7.48
-4.74,5.44,-7.32
-2.00,3.21,-5.05
-2.41,-1.17,-2.14
-15.29,1.09,-3.83
-3.92,0.99,-4.31
2.66,0.08,-2.33
-1.48,0.52,-1.81
1.98,1.03,-0.39
1.63,0.10,0.14
3.05,-0.21,-0.29
-1.07,0.14,-1.55
-0.35,0.66,-0.25
-0.68,0.04,-0.16
3.05,-0.12,-0.93
-0.35,0.31,-0.47
0.91,0.78,-0.19
0.72,0.29,-0.74
-0.23,0.60,-0.74
0.12,0.21,-0.64
2.02,1.22,-0.41
-10.88,4.78,-0.70
2.12,-1.38,0.78
1.96,0.19,-0.82
1.59,1.79,-1.59
-1.36,0.51,-1.13
-2.64,1.19,-0.85
0.39,0.80,-0.37
-1.07,0.95,0.45
1.26,0.31,-0.56
-1.96,-0.29,-1.30
-3.01,-1.30,-5.79
0.12,-4.53,-11.21
4.10,-5.42,-16.79
4.35,-7.25,-19.89
11.73,-5.87,-25.88
0.16,-9.03,-25.43
1.73,-10.20,-24.09
-0.35,-9.68,-19.10
16.90,-10.06,-14.63
21.20,-9.11,-9.77
13.15,-7.73,-7.52
-1.63,-3.79,-8.98
12.92,-1.63,-0.95
11.40,-0.85,-0.41
-0.54,0.10,0.97
1.87,0.64,-0.23
2.20,-0.95,0.52
11.23,3.19,1.59
14.67,2.88,-3.59
-2.06,-0.97,-1.87
-0.68,-4.06,1.57
-13.91,2.80,-3.09
5.46,1.32,-2.74
4.84,-0.02,-0.56
-2.10,1.38,0.04
1.26,0.54,-0.19
-0.91,0.31,-0.25
-0.68,0.54,-0.17
-1.15,0.49,-0.35
0.06,0.41,-0.49
0.66,0.49,-0.60
0.72,0.27,-0.70
0.62,0.39,-0.45
-0.51,0.51,-0.39
0.35,0.56,-0.39
